datetime#topic#title#url#image_url#language#score#source_domain#description
2020-04-02 11:38:07#world#Гръцки учени откриха супер ефикасно лечение на COVID-19#https://blitz.bg/svyat/grtski-ucheni-otkrikha-super-efikasno-lechenie-na-covid-19_news736929.html#https://static.blitz.bg/documents/thumbnails/730/202004/1585814494-medic-563423-1280-1000x500.jpg#bg#0.0#blitz.bg#Те са в състояние и да предложат лечение, което да изведе тези пациенти до оздравяване
2020-04-02 13:28:00#world#Разузнаването на САЩ: Китай прикрива размерите на епидемията от COVID-19#https://www.24chasa.bg/novini/article/8396819#https://cache2.24chasa.bg/Images/Cache/888/Image_8396888_650.jpg#bg#0.0#www.24chasa.bg#Поверителен доклад на американското разузнаване твърди, че в Китай умишлено са скрили данните за размера на епидемията от COVID-19 на територията на страната
2020-04-03 11:38:34#world#Правителството реши: Купуваме лекарства за COVID-19 от Китай#https://nova.bg/news/view/2020/04/03/283795/#https://nstatic.nova.bg/public/pics/nova/article/980x551_1585903663.jpg#bg#0.0#nova.bg#Министерският съвет одобри два договора, които здравното министерство ще сключи Китайската национална фармацевтична корпорация
2020-04-03 00:00:00#world#НЦЗПБ: Скоростта на разпространение на Covid-19 у нас намалява стабилно#https://offnews.bg/obshtestvo/ntczpb-skorostta-na-razprostranenie-na-covid-19-u-nas-namaliava-stabi-725650.html#http://i2.offnews.bg/events/2020/04/03/725650/phpnsyd5s.jpg#bg#0.0#offnews.bg#Скоростта на разпространение на Covid-19 в България намалява стабилно.  На 14 март времето на удвояване на случаите с установен коронавирус в страната е 1,5 дни, а към 1 април то е 9,2 дни.  Това показ
2020-04-03 00:00:00#world#НЦЗПБ: Скоростта на разпространение на Covid-19 у нас намалява стабилно#https://m.offnews.bg/news/Obshtestvo_4/NTcZPB-Skorostta-na-razprostranenie-na-Covid-19-u-nas-namaliava-stabi_725650.html#https://i2.offnews.bg/events/2020/04/03/725650/phpnsyd5s.jpg#bg#0.0#m.offnews.bg#Скоростта на разпространение на Covid-19 в България намалява стабилно.  На 14 март времето на удвояване на. . . 
2020-04-03 16:48:38#world#Спасението от Covid-19 е насред Тихия океан, засега#https://www.mediapool.bg/spasenieto-ot-covid-19-e-nasred-tihiya-okean-zasega-news305714.html#https://www.mediapool.bg/images/305/facebook_3a0df3caaa42f2533dc03ffce25c3f8f.jpg#bg#0.5106#www.mediapool.bg#Спасението от Covid-19 е насред Тихия океан, засега -	На 12 януари властите в Китай официално обявиха съществуването на новия коронавирус.  Само ден по-късно заразата се превърна в световен. . . 
2020-04-01 22:55:17#science#Учени разкриха най-голямата мистерия на Марс#https://blitz.bg/lyubopitno/evrika/ucheni-razkrikha-nay-golyamata-misteriya-na-mars_news736821.html#https://static.blitz.bg/documents/thumbnails/730/202004/1585754011-2.jpg#bg#0.6369#blitz.bg#Изотопният състав на небесните тела бил еднороден, но метеоритите се отличавали по съотношението си с изотопа на водорода
2020-04-02 16:40:00#entertainment#Хари изпълнил последното желание на принцеса Даяна#https://www.bgonair.bg/a/163-lyubopitno/190029-hari-izpalnil-poslednoto-zhelanie-na-printsesa-dayana#https://bgonair.bg//media/files/resized/article/w600x314/764/15f84602440674aacd108f60c11c9764-7784053.jpg#bg#0.6705#www.bgonair.bg#Майка му искала да живее в Калифорния
2020-04-03 19:45:38#sport#Ивайло Петков: Като клуб Левски се развива, благодаря на привържениците!#https://topsport.bg/levski/ivaylo-petkov-kato-klub-levski-se-razviva-blagodarya-na-privarzhenitsite.html#https://webnews.bg/uploads/images/67/7767/437767/768x432.jpg?_=1565255153#bg#0.7263#topsport.bg#"Спортният директор говори пред програма ""Хоризонт"""
2020-04-03 20:37:00#tech#Ubisoft пуска безплатни игри през Uplay#https://mobilebulgaria.com/news/ubisoft-puska-bezplatni-igri-prez-uplay#https://mobilebulgaria.com/img/cms/318/748318.jpg#bg#0.5106#mobilebulgaria.com#Последствията от разпространението на новия коронавирус не са за подценяване, а като част от мерките срещу него на много места бяха въведени ограничения в свободното придвижване.  Това, разбира се, означава, че хората прекарват повече време вкъщи, а в даден момент имат нужда и от нови забавления. 
