datetime#topic#title#url#image_url#language#score#source_domain#description
2020-04-03 21:00:45#business#Covid 19: Οδηγίες Για Το Πώς Θα Γίνεται Η Μεταφορά Πολιτών#https://www.star.gr/eidiseis/ellada/495751/covid-19-odhgies-gia-to-pws-tha-ginetai-h-metafora-politwn#https://scdn.star.gr/images/articles/695x396/202004/5e86cc00bd953.jpg#el#0.0#www.star.gr#Με γνώμονα την εξαιρετικά επείγουσα ανάγκη για τον περιορισμό της διασποράς και της διάδοσής του κορονοϊού, εφαρμόζονται συμπληρωματικά μέτρα
2020-04-03 16:23:49#business#Skroutz: Τι αγοράζουν οι χρήστες του την περίοδο του Covid-19 - Ποιο προϊόν αύξησε τις πωλήσεις του κατά 2.675,50%#https://www.mononews.gr/business/skroutz-ti-agorazoun-i-christes-tou-tin-periodo-tou-covid-19-pio-proion-afxise-tis-polisis-tou-kata-2-67550#https://www.mononews.gr/wp-content/uploads/2018/11/skroutz-1.jpg#el#0.2732#www.mononews.gr#Η ομάδα Business Intelligence του Skroutz παρουσιάζει τα πρώτα στοιχεία της αγοραστικής συμπεριφοράς των καταναλωτών
2020-04-04 00:00:00#business#Kορωνοϊός: Ενα τεράστιο νοσοκομείο ειδικά για ασθενείς με covid-19 εγκαινιάσθηκε στο Λονδίνο#https://www.iefimerida.gr/kosmos/koronoios-nosokomeio-astheneis-covid-19-sto-londino#https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle/public/2020-04/nosokomeio-londino-koronoios.jpg?itok=5qqJ0ONB#el#0.3182#www.iefimerida.gr#Ενα τεράστιο νοσοκομείο εκστρατείας άνοιξε στο Λονδίνο στη Βρετανία, αφού στήθηκε μέσα σε λιγότερο από δέκα ημέρες προκειμένου να αντιμετωπίσει την αυξανόμενη ροή ασθενών που έχουν μολυνθεί από τον κορωνοϊό.  | ΚΟΣΜΟΣ | iefimerida. gr | Κορωνοϊός, νοσοκομείο, Λονδίνο, ασθενείς, Βρετανία
2020-04-03 10:04:00#sport#"Οι δωρεές της αθλητικής οικογένειες στην ""μάχη"" κατά του COVID-19"#https://www.documentonews.gr/article/oi-dwrees-ths-athlhtikhs-oikogeneies-sthn-maxh-kata-toy-covid-19#https://img.documentonews.gr/unsafe/1200x628/smart/http://img.dash.documentonews.gr/documento/imagegrid/2020/04/03/5e86ea86825e636cac4b30f2.jpg#el#0.0#www.documentonews.gr#Η αθλητική κοινότητα έδειξε πνεύμα αλληλεγγύης και προχώρησε σε προσφορές στον αγώνα που δίνει η χώρα μας κατά της πανδημίας του κορονοϊού. 
2020-04-03 17:32:47#health#Ποιο είναι το ελπιδοφόρο φάρμακο κατά του Covid-19 που μίλησε ο Τσιόδρας#https://www.tribune.gr/politics/news/article/655821/poio-einai-to-elpidoforo-farmako-kata-toy-covid-19-poy-milise-o-tsiodras.html#https://www.tribune.gr/wp-content/uploads/2020/03/farmako-koronaios.jpg#el#0.4019#www.tribune.gr#Μια πολύ σημαντική ανακοίνωση έκανε ο λοιμωξιολόγος Σωτήρης Τσιόδρας καθώς αναφέρθηκε στην Κίνα όπου όπως είπε γίνεται ήδη δοκιμή ενός πολύ ελπιδοφόρου νέου
2020-04-04 00:00:00#sport#Σκέφτονται να σφυρίξουν... λήξη οι Σκωτσέζοι, με πρωταθλήτρια την Σέλτικ#https://www.sdna.gr/podosfairo/708277_skeftontai-na-sfyrixoyn-lixi-oi-skotsezoi-me-protathlitria-tin-seltik#https://www.sdna.gr/sites/default/files/styles/og_image/public/2020-04/Screenshot_4.jpg?itok=zB_rHhCC#el#0.5994#www.sdna.gr#Η αβεβαιότητα που επικρατεί λόγω του κορωνοϊού και τα οικονομικά προβλήματα που αντιμετωπίζουν οι ομάδες στην Σκωτία, τις οδηγούν στην απόφαση να. . .  λήξουν το πρωτάθλημα τους και να στέψουν την Σέλτικ πρωταθλήτρια για την φετινή χρονιά. 
2020-04-02 13:54:38#sport#Σενάριο με τα Χανιά στη Σούπερ Λιγκ 1!#https://www.zarpanews.gr/senario-me-ta-chania-sti-soyper-ligk-1/#https://www.zarpanews.gr/wp-content/uploads/2020/02/Xania-Goal14.jpg#el#0.636#www.zarpanews.gr#Σενάριο σχετικά με την άνοδο και συμμετοχή της ομάδας των Χανίων τη νέα περίοδο στο πρωτάθλημα της Σούπερ Λιγκ 1 έρχεται στο προσκήνιο βάσει φημολογίας
2020-04-28 00:00:00#sport#"Δώνης: ""Να δώσουμε χρόνο και να πάρουμε την καλύτερη απόφαση για το πρωτάθλημα"""#https://www.sdna.gr/podosfairo/708221_donis-na-dosoyme-hrono-kai-na-paroyme-tin-kalyteri-apofasi-gia-protathlima#https://www.sdna.gr/sites/default/files/styles/og_image/public/2020-04/2838666.jpg?itok=DRT9Us2m#el#0.7964#www.sdna.gr#Ο Γιώργος Δώνης σε συνέντευξη που παραχώρησε αναφέρθηκε μεταξύ άλλων και στο θέμα της οριστικής διακοπής του πρωταθλήματος που από το μεσημέρι της Πέμπτης έχει πέσει στο τραπέζι, εξαιτίας τη κρίσης του κορωνοϊού. 
2020-04-03 12:04:25#sport#"Το εντυπωσιακό βίντεο της ΑΕΚ για την εξέλιξη των εργασιών στην ""Αγια-Σοφιά""!"#https://www.zougla.gr/sports/podosfero/aek/article/to-entiposiako-video-tis-aek-gia-to-ktisimo-tis-agia-sofias-apo-tin-arxi-mexri-simera#https://www.zougla.gr/assets/images/2846722.jpg#el#0.5562#www.zougla.gr#Ένα εντυπωσιακό βίντεο διάρκειας περίπου πέντε λεπτών ανέβασε την Παρασκευή η ΠΑΕ ΑΕΚ, μέσω. . .  ΑΕΚ έργα video Αγια-Σοφιά νέο γήπεδο
2020-04-11 00:00:00#tech#1.1.1.1 For Families δωρεάν από την Cloudflare#https://iguru.gr/2020/04/02/1-1-1-1-for-families-dorean-apo-tin-cloudflare/#https://iguru-cd72.kxcdn.com/wp-content/uploads/2020/04/1111.png#el#0.5106#iguru.gr#1. 1. 1. 1 For Families από την Cloudflare: Η Cloudflare ξεκίνησε την υπηρεσία DNS 1. 1. 1. 1 την πρώτη Απριλίου του 2018.  Η εταιρεία υποσχέθηκε ότ
