datetime#topic#title#url#image_url#language#score#source_domain#description#share_url
2020-04-17 00:00:00#sport#لاعب الأهلي يحتفل بزفافه مع زملائه#https://www.vetogate.com/3958639/%D9%84%D8%A7%D8%B9%D8%A8-%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A-%D9%8A%D8%AD%D8%AA%D9%81%D9%84-%D8%A8%D8%B2%D9%81%D8%A7%D9%81%D9%87-%D9%85%D8%B9-%D8%B2%D9%85%D9%84%D8%A7%D8%A6%D9%87-%D9%81%D9%8A%D8%AF%D9%8A%D9%88#https://www.vetogate.com/UserFiles/News/2020/04/17/3958639.jpg#ar#0.5719#www.vetogate.com#نشر باسم علي لاعب الفريق الأول لكرة القدم بالنادي الأهلي المعار إلى صفوف الجونة لنهاية الموسم الحالي فيديو يجم#https://sunnybot.org/goodnews/web/ar/TKiwC5kUO
2020-04-17 16:04:55#tech#نتفليكس تعرض بعض أفلامها التعليمية مجانا على يوتيوب#https://ara.reuters.com/article/idARAKBN21Z2LU#https://s3.reutersmedia.net/resources/r/?m=02&d=20200417&t=2&i=1515509864&w=1200&r=LYNXMPEG3G1QQ#ar#0.5106#ara.reuters.com#(رويترز) - قالت شركة نتفليكس لخدمات البث عبر الإنترنت يوم الجمعة إنها أتاحت بعض الأفلام والمسلسلات الوثائقية مجانا على قناتها بموقع يوتيوب بناء على طلب المدرسين. #https://sunnybot.org/goodnews/web/ar/4fcSXFS31
2020-04-17 10:53:00#health#بعد نجاح لقاح كورونا على الفئران.. استخدامه لعلاج البشر خلال أسبوعين#https://www.elbalad.news/4278829#https://www.elbalad.news/upload/photo/news/427/8/560x292o/829.jpg#ar#0.7506#www.elbalad.news#يحاول العلماء بجدية الوصول للقاح لفيروس كورونا المستجد والفيروسات التاجية الخطيرة حتى توصلوا إلى لقاح سريع وحاولوا تطويره وتجربته على الفئران وأدت التجربة إلى إنتاج أجسام مضادة للمرض في غضون . . . #https://sunnybot.org/goodnews/web/ar/v7dpq4S7Y
2020-04-17 12:55:05#entertainment#أيهما أجمل.. ناهد السباعي تتألق بفساتين ملفتة في أحدث جلسة تصوير#https://www.elbalad.news/4279024#https://www.elbalad.news/upload/photo/news/427/9/560x292o/24.jpg#ar#0.6361#www.elbalad.news#خضعت ناهد السباعى لجلسة تصوير جديدة بعدسة المصور محمود علي، وشاركت متابعيها عبر حسابها الرسمى على موقع التواصل الاجتماعى الإنستجرام بمجموعة من الصور. #https://sunnybot.org/goodnews/web/ar/EVcBCXZz8
2020-04-16 00:00:00#business#"الولايات المتحدة.. كعك عيد الفصح ""تحت رحمة كورونا"""#https://www.skynewsarabia.com/business/1337109-%D8%A7%D9%84%D9%88%D9%84%D8%A7%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9-%D9%83%D8%B9%D9%83-%D8%B9%D9%8A%D8%AF-%D8%A7%D9%84%D9%81%D8%B5%D8%AD-%D8%A8%D9%8A%D9%86-%D9%8A%D8%AF%D9%8A-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7#https://www.skynewsarabia.com/images/v1/2020/04/16/1337104/1200/630/1-1337104.JPG#ar#0.6486#www.skynewsarabia.com#غرقت شبكات التواصل الاجتماعي في الولايات المتحدة، خلال الأيام الماضية، بصور كعك عيد الفصح اللذيذ، الذي تطلب إعداد بعض أصنافه الكثير من الفراولة والتوت. #https://sunnybot.org/goodnews/web/ar/HfBkIadYE
2020-04-17 00:05:54#entertainment#هاني شاكر: تعلمت حب الزمالك من أخويا الكبير#https://www.youm7.com/story/2020/4/17/%D9%87%D8%A7%D9%86%D9%8A-%D8%B4%D8%A7%D9%83%D8%B1-%D8%AA%D8%B9%D9%84%D9%85%D8%AA-%D8%AD%D8%A8-%D8%A7%D9%84%D8%B2%D9%85%D8%A7%D9%84%D9%83-%D9%85%D9%86-%D8%A3%D8%AE%D9%88%D9%8A%D8%A7-%D8%A7%D9%84%D9%83%D8%A8%D9%8A%D8%B1/4729310#https://img.youm7.com/large/201907311216141614.jpg#ar#0.6369#www.youm7.com#أكد الفنان هاني شاكر نقيب المهن الموسيقية ، أنه تعلم حب نادي الزمالك من شقيقه الكبير ماجد ، مشيراً إلي أنه يعشق الفريق الأبيض منذ الصغر وحريص دائماً علي مشاهدة مبارياته . #https://sunnybot.org/goodnews/web/ar/fSPt2xv0I
2020-04-17 00:00:00#entertainment#حظك اليوم وتوقعات الأبراج الجمعة 17/4/2020 على الصعيد المهنى والعاطفى والصحى#https://www.youm7.com/story/2020/4/17/%D8%AD%D8%B8%D9%83-%D8%A7%D9%84%D9%8A%D9%88%D9%85-%D9%88%D8%AA%D9%88%D9%82%D8%B9%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D8%A8%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%AC%D9%85%D8%B9%D8%A9-17-4-2020-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%B5%D8%B9%D9%8A%D8%AF/4728218#https://img.youm7.com/large/202001200249164916.jpg#ar#0.5574#www.youm7.com#نقدم حظك اليوم لمواليد كل الأبراج على الصعيد المهنى والعاطفى والصحى، وتوقعات علماء الفلك لكل برج. #https://sunnybot.org/goodnews/web/ar/qHbpY7WUV
2020-04-17 23:16:44#tech#افضل تطبيقات الاندرويد 2020#https://misr5.com/1259499/%d8%a7%d9%81%d8%b6%d9%84-%d8%aa%d8%b7%d8%a8%d9%8a%d9%82%d8%a7%d8%aa-%d8%a7%d9%84%d8%a7%d9%86%d8%af%d8%b1%d9%88%d9%8a%d8%af-2020/#https://misr5.com/wp-content/uploads/2020/04/2افضل-تطبيقات-الاندرويد-2020.png#ar#0.6369#misr5.com#مجموعة مميزة من افضل تطبيقات الاندرويد 2020 تناسب الهواتف الذكية وأجهزة الكومبيوتر بنظام تشغيل الاندرويد#https://sunnybot.org/goodnews/web/ar/irfCvTpzf
2020-04-16 16:56:00#entertainment#"على خير يارب.. رجاء الجداوي تروج لمسلسها الجديد ""لعبة النسيان"""#https://www.elbalad.news/4277839#https://www.elbalad.news/upload/photo/news/427/7/560x292o/839.jpg#ar#0.5267#www.elbalad.news#نشرت الفنانة الكبيرة رجاء الجداوى البوستر الرسمي لمسلسلها الجديد بطولة دينا الشربيني، 'لعبة النسيان'، تمهيدًا لعرض العمل في رمضان 2020.  وظهرت على البوستر دينا الشربينى وعلقت رجاء على صفحتها . . . #https://sunnybot.org/goodnews/web/ar/3ws5jrx0H
2020-01-18 00:00:00#business#أسعار النفط ترتفع بفعل آمال زيادة كبيرة في المخزون الأمريكي#https://www.masrawy.com/news/news_economy/details/2020/4/16/1766170/%D8%A3%D8%B3%D8%B9%D8%A7%D8%B1-%D8%A7%D9%84%D9%86%D9%81%D8%B7-%D8%AA%D8%B1%D8%AA%D9%81%D8%B9-%D8%A8%D9%81%D8%B9%D9%84-%D8%A2%D9%85%D8%A7%D9%84-%D8%B2%D9%8A%D8%A7%D8%AF%D8%A9-%D9%83%D8%A8%D9%8A%D8%B1%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%AE%D8%B2%D9%88%D9%86-%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A#https://media.linkonlineworld.com/img/large/2020/1/18/2020_1_18_10_57_56_82.jpg#ar#0.7096#www.masrawy.com#أسعار النفط ترتفع بفعل آمال زيادة كبيرة في المخزون الأمريكي | مصراوى#https://sunnybot.org/goodnews/web/ar/P2e6267Ec
