datetime#topic#title#url#image_url#language#score#source_domain#description
2020-04-02 20:00:45#world#Katten zijn mogelijk toch vatbaar voor coronavirus#https://nl.metrotime.be/2020/04/02/must-read/katten-zijn-mogelijk-toch-vatbaar-voor-coronavirus/#https://nl.metrotime.be/wp-content/uploads/2020/04/erik-jan-leusink-IbPxGLgJiMI-unsplash.jpg#nl#0.0#nl.metrotime.be#Het wetenschappelijk bewijs is nog niet geleverd en de informatie is nog flinterdun, maar toch zijn er indicaties dat met name katten gevoelig zijn voor het coronavirus en dit kunnen overdragen op soortgenoten. 
2020-04-01 08:07:03#world#Europa werkt aan privacyvriendelijke coronavirus tracking-app#https://www.iculture.nl/nieuws/europa-privacy-coronavirus-tracking-app/#https://s3-storage.textopus.nl/wp-content/uploads/2020/04/1241484/01095637/pexels-photo-3902881.jpg#nl#0.0#www.iculture.nl#Europese wetenschappers willen een coronavirus tracking-app maken, voor contact met patiënten.  Privacy is daarbij belangrijk. 
2020-04-03 16:15:00#world#Stijging aantal testamentwensen leidt tot spoedwet Skype-testament#https://www.metronieuws.nl/in-het-nieuws/2020/04/stijging-aantal-testamentwensen-leidt-tot-spoedwet-skype-testament#https://www.metronieuws.nl/scale/bjHOiRmP6TPalmDHBdgXD_zND70=/1200x630/smart/filters:format(jpeg)/www.metronieuws.nl%2Fobjectstore%2Ffield%2Fimage%2Fc0d5bca7be5aedc719c8680ac5686af5.png#nl#0.5267#www.metronieuws.nl#Voor notarissen zijn het drukke tijden, steeds meer mensen willen nu hun laatste zaakjes goed geregeld hebben.  Maar hoe doe je dat wanneer je niet je huis uit kunt?
2020-04-03 00:00:00#entertainment#Marvel gooit Phase 4 overhoop én kondigt 'Captain Marvel 2' officieel aan!#https://www.filmtotaal.nl/nieuws/71417#https://cdn.filmtotaal.nl/images/original/vu0evpftmx3f_hero.jpg#nl#0.7088#www.filmtotaal.nl#Alle Marvel-films opgeschoven. 
2020-04-01 10:43:00#science#John Ioannidis over covid-19: ‘Maak beleid op basis van wetenschap’#https://www.medischcontact.nl/nieuws/laatste-nieuws/nieuwsartikel/john-ioannidis-over-covid-19-maak-beleid-op-basis-van-wetenschap.htm#http://www.medischcontact.nl/upload_mm/3/2/f/cid80868_Wetenschap_groot_1920.jpg#nl#0.0#www.medischcontact.nl#Antwoorden op vragen over de overdracht van SARS-CoV-19, de duur van de immuniteit, de effectiviteit van de verschillende methoden van indamming, de rol van kinderen bij de virale verspreiding en onderzoek naar de effectiviteit van medicatie – het is allemaal essentieel om de pandemie te bestrijden.  Epidemioloog John Ioannidis is de laatste om dat te ontkennen. 
2020-04-03 00:00:00#entertainment#Ilse DeLange hoopt voor ontsnappingsmoment te zorgen#https://www.nu.nl/muziek/6042113/ilse-delange-hoopt-met-nieuwe-muziek-voor-ontsnappingsmoment-te-zorgen.html#https://media.nu.nl/m/8flxdn9axrsm_wd1280.jpg/ilse-delange-hoopt-voor-ontsnappingsmoment-te-zorgen.jpg#nl#0.5423#www.nu.nl#Ilse DeLange brengt vrijdag haar nieuwe single Changes uit, waarin ze meer de popkant van zichzelf laat zien.  De zangeres vertelt in gesprek met NU. nl te hopen dat ze mensen in deze tijd een beetje afleiding kan bieden. 
2020-04-02 15:57:58#sport#Renners gaan virtueel strijden voor winst in Ronde van Vlaanderen#https://frontpage.fok.nl/nieuws/831381/1/1/50/renners-gaan-virtueel-strijden-voor-winst-in-ronde-van-vlaanderen.html#https://img.youtube.com/vi/zF6icbT9kk0/0.jpg#nl#0.5859#frontpage.fok.nl#Vanwege het coronavirus kan komende zondag de 104e editie van de Ronde van Vlaanderen niet verreden worden.  Om toch vermaak te bieden aan de wielerfans heeft organisator Flanders Classics in samenwerking met de Belgische tv-zender Sporza en Bkool besloten om een virtuele Ronde van Vlaanderen te organiseren. 
2020-04-03 00:00:00#entertainment#Pathé trakteert elke dag op gratis films#https://www.rtlboulevard.nl/entertainment/artikel/5079676/ook-recente-nederlandse-bioscoopfilms-online-te-zien#https://www.rtlboulevard.nl/sites/default/files/styles/liggend_hoge_resolutie/public/content/images/2020/04/03/Huisvrouwen-bestaan-niet-2_st_2_jpg_sd-high_Copyright-2019-WW-Entertainment.jpg?h=a22ca4d8&itok=m43kI7On#nl#0.5106#www.rtlboulevard.nl#Een aantal grote Nederlandse filmtitels die nog in de bioscopen te zien waren toen de coronacrisis uitbrak, zijn vanaf vrijdag online te bekijken.  De titels zijn te zien via Pathé Thuis.  De Pathé en Euroscoop-bioscopen verwachten tot 1 juni gesloten te zijn. 
2020-04-03 22:00:00#business#Terugkijken: al het nieuws over het coronavirus van vrijdag 3 april#https://www.rijnmond.nl/nieuws/193991/Nu-68-sterfgevallen-in-de-regio-rechtbank-Rotterdam-gaat-alleen-nog-videobellen-volg-alle-updates-van-vrijdag-3-april#https://imgr.rgcdn.nl/7ce1392031114ef8bd22ed390af37642/opener/20200302_liveblog_corona_200302b_78031080B785A17DC125851F004998C4.jpg?v=A0oArEQQzlKbJvlBOIyhmA2#nl#0.0#www.rijnmond.nl#Dit liveblog over het coronavirus is gesloten.  Kijk hieronder voor al het nieuws van vrijdag 3 april. 
2020-04-03 11:51:45#science#Snel! Ideeën voor verse lucht op de intensive care#https://www.nrc.nl/nieuws/2020/04/03/snel-ideeen-voor-verse-lucht-op-de-intensive-care-a3995814#https://images.nrc.nl/nO8-OB190O9WMLxBsoi-CHGud4U=/1200x627/smart/filters:no_upscale()/s3/static.nrc.nl/images/gn4/stripped/data57005699-088eaa.jpg#nl#0.6996#www.nrc.nl#Intensive care: Er is snel nieuwe beademingsapparatuur nodig.  Fabrikanten en onderzoekers moeten improviseren.  „Het gaat erom wat nú nodig is voor deze…
2020-04-01 13:49:00#health#Katten blijken toch gevoelig voor het coronavirus#https://www.metronieuws.nl/in-het-nieuws/2020/04/katten-blijken-toch-gevoelig-voor-het-coronavirus#https://www.metronieuws.nl/scale/k_ukSVHuTKCYvOY1LCqd6z0RV24=/1200x630/smart/www.metronieuws.nl%2Fobjectstore%2Ffield%2Fimage%2F7ef53adee950dc277c7d0d69633c8c3a.jpg#nl#0.0#www.metronieuws.nl#Hoewel het wetenschappelijk bewijs nog niet geleverd is en er vooralsnog nauwelijks tot geen informatie beschikbaar is, zijn er wel aanwijzingen dat katten gevoelig zijn voor het coronavirus. 
2020-03-04 00:00:00#tech#Dit zijn de beste Android Auto-apps voor onderweg#https://www.androidplanet.nl/apps/android-auto-apps/#https://www.androidplanet.nl/wp-content/uploads/2099/10/android-auto-2.jpeg#nl#0.6369#www.androidplanet.nl#Er zijn veel Android Auto-apps, maar de meesten zijn het downloaden niet waard.  In dit artikel selecteren we de beste Android Auto-apps. 
2020-04-03 08:00:00#world#'Suriname heeft slechts 30 Intensive Care plekken, dus blijf huis!'#https://www.waterkant.net/suriname/2020/04/03/suriname-heeft-slechts-30-intensive-care-plekken-dus-blijf-huis/#https://www.waterkant.net/wp-content/2020/04/ic-suriname.jpg#nl#0.5411#www.waterkant.net#Suriname heeft slechts 30 Intensive care plekken.  Daarom wordt de samenleving ten overvloede verzocht thuis te blijven en de voorgeschreven maatregelen op
2020-04-02 15:09:35#sport#Foto: De Roon steekt draak met ’dierenvriend’ Depay#https://www.telegraaf.nl/sport/431257935/foto-de-roon-steekt-draak-met-dierenvriend-depay#https://www.telegraaf.nl/images/1200x630/filters:format(jpeg):quality(80)/cdn-kiosk-api.telegraaf.nl/f6be64d2-74f3-11ea-b2a2-02c309bc01c1.jpg#nl#0.7964#www.telegraaf.nl#Memphis Depay zorgde woensdag voor flink wat ophef door foto’s van zichzelf met een lijger op sociale media te plaatsen.  Marten de Roon reageerde donderdag met een gekscherend bericht op Twitter. 
2020-04-03 00:00:00#health#App houdt verspreiding van coronavirus in Nederland bij#https://www.bright.nl/nieuws/artikel/5080026/app-umc-leiden-wil-corona-verspreiding-beeld-brengen#https://www.bright.nl/sites/default/files/styles/liggend_hoge_resolutie/public/content/images/2020/04/03/covid-radar-op-smartphone.jpeg?itok=vurbybWW#nl#0.0#www.bright.nl#Het Leids Universitair Medisch Centrum (LUMC) heeft een app uitgebracht om een actueel beeld van de verspreiding van het coronavirus in kaart te brengen. 
2020-04-01 13:49:00#world#Katten blijken toch gevoelig voor het coronavirus#https://www.metronieuws.nl/in-het-nieuws/2020/04/katten-blijken-toch-gevoelig-voor-het-coronavirus#https://www.metronieuws.nl/scale/k_ukSVHuTKCYvOY1LCqd6z0RV24=/1200x630/smart/www.metronieuws.nl%2Fobjectstore%2Ffield%2Fimage%2F7ef53adee950dc277c7d0d69633c8c3a.jpg#nl#0.0#www.metronieuws.nl#Hoewel het wetenschappelijk bewijs nog niet geleverd is en er vooralsnog nauwelijks tot geen informatie beschikbaar is, zijn er wel aanwijzingen dat katten gevoelig zijn voor het coronavirus. 
2020-04-02 00:00:00#science#Gaat een thuistest voor het coronavirus het verschil maken?#https://newscientist.nl/nieuws/gaat-een-thuistest-voor-het-coronavirus-het-verschil-maken/#https://newscientist.nl/assets/CDC_COVID-19_test_kit.jpg#nl#0.0#newscientist.nl#Om thuis te testen of je COVID-19 hebt, is een antistoftest nodig: dit laat snel zien of je het coronavirus hebt.  Wat is de impact hiervan op de pandemie?
2020-04-03 00:00:00#sport#Hoofd medische commissie FIFA vindt stoppen competities beste oplossing#https://www.nu.nl/voetbal/6042520/hoofd-medische-commissie-fifa-vindt-stoppen-competities-beste-oplossing.html#https://media.nu.nl/m/o5exp23aqyip_wd1280.jpg/hoofd-medische-commissie-fifa-vindt-stoppen-competities-beste-oplossing.jpg#nl#0.7096#www.nu.nl#Michel D'Hooghe, het hoofd van de medische commissie van de FIFA, is het niet eens met de beslissing van de UEFA om voorlopig nog geen streep door alle competities te zetten. 
2020-04-02 00:00:00#entertainment#Coronavirus geconstateerd bij Pinkpop-directeur Jan Smeets (75)#https://www.nu.nl/achterklap/6042142/coronavirus-geconstateerd-bij-pinkpop-directeur-jan-smeets-75.html#https://media.nu.nl/m/5b4xhd3apaxw_wd1280.jpg/coronavirus-geconstateerd-bij-pinkpop-directeur-jan-smeets-75.jpg#nl#0.0#www.nu.nl#Jan Smeets is onlangs positief getest op het coronavirus.  Dat bevestigt de organisatie van Pinkpop, waar Smeets directeur is, donderdag aan NU. nl. 
2020-04-03 00:00:00#entertainment#Tot 29 april iedere dag een gratis film op Pathé Thuis#https://www.filmtotaal.nl/nieuws/71402#https://cdn.filmtotaal.nl/images/original/f7jbfmaz74cc_hero.jpg#nl#0.5106#www.filmtotaal.nl#Pathé noemt het Pathé Trakteert. 
2020-04-02 15:43:00#business#Mooie winst AEX dankzij duurdere olie#https://www.telegraaf.nl/financieel/1805744833/shell-bezorgt-aex-mooie-winst#https://www.telegraaf.nl/images/1200x630/filters:format(jpeg):quality(80)/cdn-kiosk-api.telegraaf.nl/668e9970-74fa-11ea-80d3-0218eaf05005.jpg#nl#0.8225#www.telegraaf.nl#Ondanks een dramatisch bericht over de Amerikaanse arbeidsmarkt is de AEX donderdag duidelijk hoger gesloten.  Dit was te danken aan de forse opleving van de olieprijzen, waarvan vooral zwaargewicht…
2017-07-13 00:00:00#sport#Abdelhak Nouri viert vandaag zijn 23e verjaardag#https://www.voetbalkrant.com/nieuws/2020-04-02/abdelhak-nouri-viert-vandaag-zijn-23e-verjaardag#https://soccer.sport-foto.be/2017/07/13/full/nouri.jpg?w=750&h=500&auto=format&fit=fill&fill=blur#nl#0.5719#www.voetbalkrant.com#Abdelhak Nouri viert vandaag zijn 23e verjaardag.  Het toptalent van Ajax kreeg in juli 2017 een hartstilstand tijdens een oefenwedstrijd. 
2020-04-02 00:00:00#entertainment#Marieke Lucas Rijneveld bereikt shortlist International Booker Prize#https://www.nu.nl/cultuur-overig/6042162/marieke-lucas-rijneveld-bereikt-shortlist-international-booker-prize.html#https://media.nu.nl/m/xpdxwb6aochk_wd1280.jpg/marieke-lucas-rijneveld-bereikt-shortlist-international-booker-prize.jpg#nl#0.5423#www.nu.nl#De 28-jarige Marieke Lucas Rijneveld staat op de shortlist voor de International Booker Prize.  De avond is ongemak is een van de laatste zes kanshebbers en is daarmee het eerste Nederlandse boek ooit dat het zover schopt. 
2020-04-02 12:50:06#world#Honden getraind om coronavirus op te sporen#https://www.telegraaf.nl/nieuws/155889866/honden-getraind-om-coronavirus-op-te-sporen#https://www.telegraaf.nl/images/1200x630/filters:format(jpeg):quality(80)/cdn-kiosk-api.telegraaf.nl/7aa88642-74e0-11ea-b588-02d2fb1aa1d7.jpg#nl#0.0#www.telegraaf.nl#In het Verenigd Koninkrijk wordt hard gewerkt aan een nieuw wapen tegen het coronavirus: de speurhond. 
2020-04-03 09:51:00#sport#Haalbaar of niet, Plugge blijft hopen: 'Tour zou zoveel mensen plezier bezorgen'#https://www.indeleiderstrui.nl/tour-de-france/281210/haalbaar-of-niet-plugge-blijft-hopen-tour-zou-zoveel-mensen-plezier-bezorgen#https://reach.jentcdn.net/media/624/shared/5f2b0/fm/8c1/120305_8c167d613d1d19b3c557d6fd4e14fa5b.jpg#nl#0.7823#www.indeleiderstrui.nl#Richard Plugge gelooft er niet in dat Christian Prudhomme een Tour de France in de zomer zonder publiek sowieso in de prullenbak gooit.  De baas van de ASO is vooralsnog stellig, maar bindt wel in als daardoor de Tour dit jaar toch door kan gaan, denkt de Jumbo-Visma-directeur.  Plugge vertelt in Het Nieuwsblad dat het
2020-04-02 20:00:45#health#Katten zijn mogelijk toch vatbaar voor coronavirus#https://nl.metrotime.be/2020/04/02/must-read/katten-zijn-mogelijk-toch-vatbaar-voor-coronavirus/#https://nl.metrotime.be/wp-content/uploads/2020/04/erik-jan-leusink-IbPxGLgJiMI-unsplash.jpg#nl#0.0#nl.metrotime.be#Het wetenschappelijk bewijs is nog niet geleverd en de informatie is nog flinterdun, maar toch zijn er indicaties dat met name katten gevoelig zijn voor het coronavirus en dit kunnen overdragen op soortgenoten. 
2020-04-01 14:11:00#health#Aantal Amstelveners dat in ziekenhuis is opgenomen met COVID-19 gestegen#https://www.amstelveenz.nl/nieuws/aantal-amstelveners-dat-in-ziekenhuis-is-opgenomen-met-covid-19-gestegen.html#https://www.amstelveenz.nl/resize/upload/123/12275/pixabay_zorg_-SOCIALSHARING.jpg#nl#0.34#www.amstelveenz.nl#Amstelveen – Het aantal inwoners van Amstelveen dat is opgenomen in een ziekenhuis vanwege een COVID-19 besmetting is de afgelopen 24 uur gestegen van 28 naar 31 personen. 
2020-04-03 13:41:31#entertainment#Pathé Thuis: iedere dag gratis film voor iedere Nederlander#https://www.totaaltv.nl/nieuws/pathe-thuis-iedere-dag-gratis-film-voor-iedere-nederlander/#https://www.totaaltv.nl/content/images/20200403135105_898_Midway.jpeg#nl#0.5106#www.totaaltv.nl#Video on demand-platform Pathé Thuis biedt iedere Nederlander de komende weken ieder dag een gratis speelfilm aan. 
2020-04-02 17:13:59#world#5x positief nieuws: China pakt het eten van honden aan en meer#https://www.metronieuws.nl/in-het-nieuws/2020/04/5x-positief-nieuws-china-pakt-het-eten-van-honden-aan-en-meer#https://www.metronieuws.nl/scale/WvicPf8jhA0pgIqdvp0OWWUvC14=/1200x630/smart/www.metronieuws.nl%2Fobjectstore%2Ffield%2Fimage%2F9fc34c1020f32bf334e1ccecc4152bb9.jpg#nl#0.5574#www.metronieuws.nl#Het positieve nieuws van donderdag 2 april.  China pakt het eten van honden en katten aan, dalende lijn in Brabant, Cubaanse helden en meer. 
2020-04-03 00:00:00#business#MAFS-Henk brengt ode aan zijn liefde Katja#https://www.rtlboulevard.nl/entertainment/showbizz/artikel/5080591/mafs-henk-brengt-ode-aan-zijn-liefde-katja#https://www.rtlboulevard.nl/sites/default/files/styles/liggend_hoge_resolutie/public/content/images/2020/04/03/Schermafbeelding%202020-04-03%20om%2020.05.09.png?itok=m3yhSUhd#nl#0.6369#www.rtlboulevard.nl#Nederland leert ‘Married at First Sight’-kandidaat Henk kennen wanneer hij trouwt met de Chantal.  Helaas worden de scheidingspapieren al snel aangevraagd.  Nu heeft Henk een nieuwe vlam: Katja.  Over haar schreef hij het nummer: ‘Jij bent niet te weerstaan’.  Wij spraken het liefdeskoppel. 
2020-04-02 14:05:45#science#Coronavirus veegt ook klimaattop van tafel#https://www.scientias.nl/coronavirus-veegt-ook-klimaattop-van-tafel/#https://www.scientias.nl/wp-content/uploads/2020/04/klimaat-tijd.jpg#nl#0.0#www.scientias.nl#Hoewel de klimaattop pas in november zou plaatsvinden, is bekend gemaakt dat deze vanwege de pandemie niet doorgaat.  Volgens de VN en gastlanden
2020-04-03 17:43:00#world#Schoenenontwerper Sergio Rossi overleden door coronavirus#https://www.standaard.be/cnt/dmf20200403_04912407#https://static.standaard.be/Assets/Images_Upload/2020/04/03/a0b6698a-75c1-11ea-8241-2b12c4c16da2_web_scale_0.0749204_0.0749204__.jpg#nl#0.0#www.standaard.be#Sergio Rossi, stichter van het gelijknamige bekende Italiaanse schoenenmerk, is overleden aan de gevolgen van het nieuwe coronavirus.  De man werd 84 jaar. 
2020-04-03 07:10:58#entertainment#Lil’ Kleine: ’Sinds ik vader ben, ambieer ik niet langer rijkdom en succes’#https://www.telegraaf.nl/entertainment/1316198927/lil-kleine-sinds-ik-vader-ben-ambieer-ik-niet-langer-rijkdom-en-succes#https://www.telegraaf.nl/images/1200x630/filters:format(jpeg):quality(80)/cdn-kiosk-api.telegraaf.nl/47dbc0ae-757a-11ea-afef-0217670beecd.jpg#nl#0.6908#www.telegraaf.nl#Lil’ Kleine brengt vrijdag zijn langverwachte nieuwe album Jongen van de straat uit.  Wellicht anders dan de titel doet vermoeden, is de 25-jarige rapper op de plaat juist volwassener dan ooit.  „Ik…
2020-04-02 13:10:09#entertainment#Dua Lipa's tweede album is wat we nu nodig hebben: 40 minuten superieure pop ★★★★☆#https://www.volkskrant.nl/nieuws-achtergrond/dua-lipa-s-tweede-album-is-wat-we-nu-nodig-hebben-40-minuten-superieure-pop~b9a7670b/#https://images2.persgroep.net/rcs/KuoMbp-_EVjz2Z2Vrz6tnkhoTqI/diocontent/169056140/_fitwidth/763?appId=93a17a8fd81db0de025c8abd1cca1279&quality=0.8#nl#0.5423#www.volkskrant.nl#Door het coronavirus  zag de Britse Dua Lipa zich genoodzaakt haar wereldtournee uit te stellen, maar ze besloot haar tweede album een weekje eerde. . . 
2020-04-03 09:49:00#entertainment#Utrechtse Marieke Lucas Rijneveld als eerste Nederlander shortlist International Booker Prize#https://www.duic.nl/algemeen/utrechtse-schrijver-marieke-lucas-rijneveld-bereikt-als-eerste-nederlander-shortlist-international-booker-prize/#https://platform-duic.imgix.net/app/uploads/sites/2/2020/02/Marieke_lucas_rijneveld-1521366879.jpg?auto=format&ch=Width%2CDPR%2CSave-Data&fit=max&ixlib=php-1.2.1&q=80#nl#0.5106#www.duic.nl#Het boek De avond is ongemak van de Utrechtse schrijver Marieke Lucas Rijneveld (28) is doorgedrongen tot de shortlist van de International Booker Prize 2020. 
2020-04-03 00:00:00#entertainment#''Tiger King' Joe Exotic opgenomen in ziekenhuis na oplopen coronavirus'#https://www.nu.nl/achterklap/6042310/tiger-king-joe-exotic-naar-ziekenhuis-na-oplopen-van-coronavirus.html#https://media.nu.nl/m/5vgx3tpadozc_wd1280.jpg/tiger-king-joe-exotic-opgenomen-in-ziekenhuis-na-oplopen-coronavirus.jpg#nl#0.0#www.nu.nl#Joe Exotic, de voormalig eigenaar van meer dan tweehonderd leeuwen en tijgers die in de Netflix-documentairereeks Tiger King te zien is, is van de gevangenis naar een medisch centrum overgeplaatst.  Hij zou het coronavirus opgelopen hebben.  Amerikaanse media melden op basis van een gevangenisrapport dat hij in het gevangenisziekenhuis is terechtgekomen. 
2020-04-03 15:40:44#business#Beademingsmachines: Philips blij met duwtje in de rug van Trump#https://www.nrc.nl/nieuws/2020/04/03/beademingsmachines-philips-blij-met-duwtje-in-de-rug-van-trump-a3995848#https://images.nrc.nl/XzRMsZt6aDFxjoS_zTaGNVtWUDo=/1200x627/smart/filters:no_upscale()/s3/static.nrc.nl/images/gn4/stripped/data56739227-26b9df.jpg#nl#0.5719#www.nrc.nl#Medische apparatuur: Trump activeert een oude oorlogswet om de productie van beademingsapparaten op te schroeven.  Philips is daar nu opeens blij mee.  De…
