datetime#topic#title#url#image_url#language#score#source_domain#description
2020-04-03 14:50:00#world#Рубль растерял часть утреннего роста к доллару и евро на заявлениях главы ЦБ#https://www.interfax.ru/business/702418#https://www.interfax.ru/aspimg/702418.png#ru#0.0772#www.interfax.ru#"Интерфакс: Доллар США развернулся вверх, евро заметно сократил потери на Московской бирже днем в пятницу, рубль сократил темпы роста и лишь умеренно повышается к бивалютной корзине на фоне первой пресс-конференции главы ЦБ РФ Эльвиры Набиуллиной в рамках серии регулярных онлайн-пресс-конференций по теме ""Текущая ситуация и стабилизационные меры"". Курс доллара США составил 77,28 руб. "
2020-04-04 00:50:00#world#Посол России сообщил об отправке тестов на коронавирус в Белоруссию#https://russian.rt.com/ussr/news/734492-rossii-testy-belorussiya#https://cdni.rt.com/russian/images/2020.04/article/5e87a463ae5ac9474a7f417d.jpg#ru#0.0#russian.rt.com#Посол России сообщил об отправке тестов на коронавирус в Белоруссию - Читайте подробнее на сайте РТ на русском. 
2020-04-03 11:07:00#world#В Краснодарском крае выявлено 17 новых случаев коронавируса#https://kuban.aif.ru/health/v_krasnodarskom_krae_vyyavleno_17_novyh_sluchaev_koronavirusa#https://images.aif.ru/019/722/dec2b9b8a591864e30facdd235abc25b.jpg#ru#0.0#kuban.aif.ru#Всего в России число заразившихся коронавирусной инфекцией увеличилось на 601 за последние сутки. 
2020-04-04 00:33:00#world#"""Не бросайте без лекарств, еды и денег"": застрявшие в Сеуле россияне попросили о помощи Путина"#https://www.rosbalt.ru/world/2020/04/03/1836382.html#http://img.rosbalt.ru/photobank/7/4/d/c/gzjy9FRN-800.jpg#ru#0.1779#www.rosbalt.ru#Заблокированные в аэропорту «Инчхон» в Сеуле россияне обратились за помощью к президенту России Владимиру Путину.  Три десятка пассажиров из РФ записали видеообращение к главе государства. 
2020-04-03 00:00:00#world#Россия отменяет вывозные авиарейсы#https://news.rambler.ru/community/43957319-rossiya-otmenyaet-vyvoznye-aviareysy/#https://img.rl0.ru/7984ef66a874c4d9127f1dab17935635/e600x400o-x0i/news.rambler.ru/img/2020/04/03/162219.247949.4423.jpg#ru#-0.2263#news.rambler.ru#Россия приостановит все рейсы по вывозу россиян и иностранцев в ночь на 4 апреля, сообщил «Интерфакс» со ссылкой на источник в одной из крупных авиакомпаний. 
2020-04-03 00:00:00#world#В НАТО разработали новую стратегию борьбы с коронавирусом#https://www.ntv.ru/novosti/2316166/#https://img2.ntv.ru/home/news/20200403/stoltenb_snvo.jpg#ru#-0.34#www.ntv.ru#НАТО усилит оказание помощи своим европейским союзникам в условиях пандемии коронавируса.  Об этом заявил генеральный секретарь альянса. 
2020-04-03 00:00:00#world#Украина поможет Италии#https://news.rambler.ru/world/43953948-ukraina-pomozhet-italii/#https://img03.rl0.ru/d33fadf420621eb3caeb5e3b2848e42b/e600x400o-x0i/news.rambler.ru/img/2020/04/03/204443.078614.2308.jpg#ru#0.4019#news.rambler.ru#Украина предоставит Италии гуманитарную помощь в связи с пандемией коронавируса.  Соответствующий указ подписал украинский президент Владимир Зеленский, сообщает пресс-служба главы государства. 
2020-04-03 23:35:42#world#Россия передала США разработанную с Японией тест-систему на коронавирус#https://www.gazeta.ru/social/news/2020/04/03/n_14246803.shtml#https://img.gazeta.ru/files3/383/13034383/Depositphotos_347256154_l-2015-pic905-895x505-99994.jpg#ru#0.0#www.gazeta.ru#Российский фонд прямых инвестиций (РФПИ) передал разработанную совместно с японскими коллегами тест-систему на выявление нового типа коронавируса COVID-19.  Об этом CNN рассказал глава фонда Кирилл Дмитриев. 
2020-04-03 23:08:00#world#Застрявшие в Нью-Йорке россияне рассказали о своем положении#https://ria.ru/20200403/1569561552.html#https://cdn21.img.ria.ru/images/sharing/article/1569561552.jpg?15695229731585944523#ru#-0.25#ria.ru#У большинства россиян, которые дожидаются вылета из Нью-Йорка на родину, кончились маски, спиртовые гели, сообщил РИА Новости по телефону один из пассажиров. . .  РИА Новости, 03. 04. 2020
2020-04-02 19:04:00#world#Тиньков объявил об уходе из Тинькофф банка#https://m.lenta.ru/news/2020/04/02/tin/#https://icdn.lenta.ru/images/2020/04/02/18/20200402185058495/detail_c825debee7356295c1c639df026f5bda.jpg#ru#-0.296#m.lenta.ru#Бизнесмен Олег Тиньков объявил о скором уходе с поста главы Тинькофф банка и передаче своей доли акций в семейный траст, говорится в его сообщении.  По словам Тинькова, он и его семья всегда рассматривали акции группы «Тинькофф» в качестве долгосрочного актива. 
