datetime#topic#title#url#image_url#language#score#source_domain#description
2020-04-03 19:02:12#health#‘Onkoloji personeli COVID ünitelerinde çalışmamalı’#https://www.sozcu.com.tr/2020/saglik/onkoloji-personeli-covid-unitelerinde-calismamali-5723840/#https://i.sozcu.com.tr/wp-content/uploads/2020/04/03/iecrop/onkoloji-shutter_16_9_1585929691-670x371.jpg#tr#0.0#www.sozcu.com.tr#"‘Onkoloji personeli COVID ünitelerinde çalışmamalı’ ""Hiçbir radyasyon onkolojisi merkezi COVID-19 pozitifliği nedeniyle kapatılmamalı veya yeni hasta kabulü durmamalıdır. "" uyarısını yapan Prof.  Dr.  Yavuz Anacak, kanser hastalarının tedavisiyle uğraşan onkoloji personelinin COVID ünitelerinde görevlendirilmesi ve covid pozitif hastalarla temasının kanser hastaları için büyük risk olduğunu vurguladı. "
2020-04-03 08:35:05#health#Koronavirüs: Covid-19 teşhisiyle hastaneye kaldırılanlar hastalığı nasıl yendiler?#https://www.bbc.com/turkce/haberler-dunya-52145250#https://ichef.bbci.co.uk/news/1024/branded_turkce/AD21/production/_111512344_jessie1.jpg#tr#0.0#www.bbc.com#İngiltere'de koronavirüs yüzünden hayatını kaybedenlerin sayısı üç bine yaklaştı; diğer yandan virüse maruz kalan çok sayıda kişi ise iyileşti.  Covid-19 hastalığına yakalandıktan sonra hastaneye kaldırılan üç kişi yaşadıklarını anlattı. 
2020-04-04 09:36:00#entertainment#Zuhal Topal'la Sofrada haftanın biricisi belli oldu! İşte Zuhal Topal'la Sofrada 3 Nisan kazananı...#https://www.aksam.com.tr/televizyon/zuhal-topalla-sofrada-haftanin-biricisi-kim-3-nisan-zuhal-topalla-sofrada-puan-durumu-nedir/haber-1059834#https://img1.aksam.com.tr/imgsdisk/2020/04/03/03042020187709d4_2.jpg#tr#0.6239#www.aksam.com.tr#Zuhal Topal'la Sofrada haftanın biricisi belli oldu! Gelin ve kayınvalidelerin birlikte yarıştığı programını hafta içi her gün Fox ekranlarında yayınlanıyor.  Gündüz kuşağı yarışma programından birinci olan kişiler 15 Bin TL'nin sahibi oluyor.  İşte Zuhal Topal'la Sofrada 3 Nisan kazananı. . . 
2020-04-02 15:00:31#tech#Honor 30 için önemli kamera sızıntısı; Huawei P40 Pro kadar iddialı!#https://www.log.com.tr/honor-30-icin-onemli-kamera-sizintisi-huawei-p40-pro-kadar-iddiali/#https://www.log.com.tr/wp-content/uploads/2020/04/honor-30-onemli-kamera-sizintisi-huawei-p40-pro-kadar-iddiali.jpg#tr#0.7177#www.log.com.tr#Huawei alt markası Honor, yakında zaman içerisinde Honor 30 ve 30 Pro'yu tanıtmaya hazırlanıyor.  İşte bu modeller kamerada iddialı geliyor. 
2020-04-03 22:30:04#world#Son dakika haberler... AK Parti Sözcüsü Çelik'ten önemli açıklamalar#https://www.hurriyet.com.tr/gundem/son-dakika-haberler-ak-parti-sozcusu-celikten-onemli-aciklamalar-41485945#https://i4.hurimg.com/i/hurriyet/75/0x0/5e874da818c7730f94f586f3.jpg#tr#0.5423#www.hurriyet.com.tr#Haberler - AK Parti Merkez Yürütme Kurulu (MYK) toplantısı sonrasında konuşan AK Parti Sözcüsü Ömer Çelik, Tedbirler hayatın akışını felç etmeden alındı.  Belli bir denge içinde götürülüyor.  ifadelerini kullandı.  Çelik, Milletimizin verdiği destekle devletimiz her bir vatandaşına sahip çıkacak güce sahiptir.  diye. . . 
2020-04-02 12:47:57#tech#NVIDIA, GeForce RTX 2080 Super ve 2070 Super#https://www.webtekno.com/nvidia-geforce-rtx-2080-super-20270-super-ozelliklleri-h89282.html#https://cdn.webtekno.com/media/cache/content_detail_v2/article/89282/nvidia-geforce-rtx-2080-super-ve-20270-super-grafik-islemcilerini-tanitti-1585819769.jpg#tr#0.8316#www.webtekno.com#NVIDIA, bugün RTX Studio bilgisayarlarda kullanılacak yeni ekran kartları GeForce RTX 2080 Super ve 20270 Super'i tanıttı. 
2020-04-02 12:00:00#entertainment#Survivor'da Yasin ve Evrim arasında şaşırtan anlar: Benimle evlenir misin?#https://www.aksam.com.tr/magazin/survivorda-yasin-ve-evrim-arasinda-sasirtan-anlar-benimle-evlenir-misin/haber-1059334#https://img1.aksam.com.tr/imgsdisk/2020/04/02/02042020370610b3_2.jpg#tr#0.5574#www.aksam.com.tr#"Survivor yarışması dün akşam ekrana gelen bölümüyle izleyenleri şaşırttı.  Anlat Bakalım isimli oyunda Yasin ve Evrim arasında ilginç bir diyalog yaşandı.  Kendisine bir kelime anlatmak için ""Benimle. . . "" diyen Yasin'e ""Evlenir misin"" diyen Evrim, herkesi kahkahaya boğdu. "
2020-04-03 00:00:00#sport#Galatasaraylı futbolcu Lemina: Testleri pozitif çıkan tanıdıklarım var#https://www.gazeteduvar.com.tr/spor/2020/04/03/galatasarayli-futbolcu-lemina-testleri-pozitif-cikan-tanidiklarim-var/#https://cdn.media.gazeteduvar.com/2020/04/lemina-h.jpg#tr#0.5574#www.gazeteduvar.com.tr#"Galatasaraylı futbolcu Mario Lemina, bazı tanıdıklarının yeni tip korona virüsü testlerinin pozitif çıktığını belirterek, ""Hepimizin dikkat etmesi gerekiyor"" dedi. "
2020-04-03 12:28:08#tech#Huawei Türkiye'den P40 Pro Kazanabileceğiniz Etkinlik#https://www.webtekno.com/huawei-turkiye-p40-pro-etkinlik-h89365.html#https://cdn.webtekno.com/media/cache/content_detail_v2/article/89365/huawei-turkiye-p40-pro-kazanabileceginiz-bir-etkinlik-baslatti-1585905352.jpg#tr#0.5719#www.webtekno.com#Huawei Türkiye, kısa bir süre önce yayına aldığı çevrimiçi mağazasına özel P40 Pro, P40 ya da P40 Lite kazanma şansı sunan bir etkinlik başlattı. 
2020-04-02 20:14:10#entertainment#Mucize Doktor yeni bölüm neden yok? Mucize Doktor yeni bölüm ne zaman?#https://www.sozcu.com.tr/hayatim/magazin-haberleri/mucize-doktor-yeni-bolum-neden-yok-mucize-doktor-yeni-bolum-ne-zaman/#https://i.sozcu.com.tr/wp-content/uploads/2020/04/02/iecrop/mucize-doktor-yeni_16_9_1585830314-670x371.jpg#tr#0.8385#www.sozcu.com.tr#Mucize Doktor yeni bölüm neden yok? Mucize Doktor yeni bölüm ne zaman? Mucize Doktor dizisinin yeni bölümü her Perşembe akşamı FOX ekranlarında yayınlanıyordu.  FOX TV yayın akışına bakanlar hayal kırıklığına uğradı.  Dizinin yeni bölümü yerine bu akşam özel bölümü yayınlanacak.  Peki Mucize Doktor yeni bölüm ne zaman? İşte diziye dair detaylar. . . 
