datetime#topic#title#url#image_url#language#score#source_domain#description
2020-04-03 23:01:26#world#Lenkijoje - diskusijos apie rinkimų atidėjimą dėl pandemijos: valdantiesiems tai neparanku#https://www.15min.lt/naujiena/aktualu/pasaulis/lenkijoje-diskusijos-apie-rinkimu-atidejima-del-pandemijos-valdantiesiems-tai-neparanku-57-1298046#https://s1.15min.lt/static/cache/MTIwMHg2MjgsOTE3eDg5Niw3Mzk4MTYsb3JpZ2luYWwsLGlkPTUzMDQ1OTYmZGF0ZT0yMDIwJTJGMDQlMkYwMSwxNDcyMzAwODQ5/karantinas-lenkijos-mieste-sopote-5e8495584742e.jpg#lt#-0.4416#www.15min.lt#Lenkijos valdantieji dėl pandemijos neplanuoja nukelti gegužės pradžioje numatytų prezidento rinkimų.  Remiantis apklausa, juos atidėjus dabartinis šalies vadovas Andrzejus Duda. . . 
2020-04-02 00:00:00#world#D. Trumpas ieško sprendimų dėl smukusių naftos kainų#https://www.vz.lt/verslo-aplinka/2020/04/02/d-trumpas-iesko-sprendimu-del-smukusiu-naftos-kainu#https://www.vz.lt/api/socialimage/VZ/20200402/ARTICLE/200409914/AR/img.jpg#lt#0.1779#www.vz.lt#Jungtinių Valstijų prezidentas Donaldas Trumpas su didžiausių šalies naftos kompanijų vadovais tarsis dėl priemonių, kaip padėti JAV naftos pramonei, žaliavos kainoms rekordiškai nukritus. 
2020-04-02 13:21:14#world#JAV žvalgyba: Kinija nuslėpė naujojo koronaviruso protrūkio mastą#https://www.15min.lt/naujiena/aktualu/pasaulis/jav-zvalgyba-kinija-nuslepe-naujojo-koronaviruso-protrukio-masta-57-1298536#https://s1.15min.lt/static/cache/MTIwMHg2MjgsOTQweDU3NCw2MzUxOTMsb3JpZ2luYWwsLGlkPTUzMDUyMTImZGF0ZT0yMDIwJTJGMDQlMkYwMiwxMDcxOTk0MjU2/ar-kinija-slepia-realius-duomenis-apie-koronaviruso-infekcijos-masta-salyje-5e859f9ddf232.jpg#lt#0.4767#www.15min.lt#Kinija nuslėpė tikrąjį naujojo koronaviruso protrūkio mastą šalyje – esą Pekinas dirbtinai mažino ir infekcijų, ir užsikrėtusių žmonių mirčių skaičių.  Taip įslaptintoje. . . 
2020-04-02 07:30:00#world#JAV žvalgyba sako, kad Kinija nuslėpė koronaviruso protrūkio mastą#https://www.lrt.lt/naujienos/pasaulyje/6/1159286/jav-zvalgyba-sako-kad-kinija-nuslepe-koronaviruso-protrukio-masta#https://www.lrt.lt/img/2020/01/27/591404-794490-1287x836.jpg#lt#0.4767#www.lrt.lt#Kinija nuslėpė koronaviruso protrūkio mastą savo šalyje, nepakankamai pranešdama apie visus koronaviruso užsikrėtimo ir mirties atvejus, JAV žvalgybos bendruomenė paskelbė įslaptintame pranešime Baltiesiems rūmams. 
2020-04-03 08:00:00#world#Darbuotojus atleidžia kelionių, transporto, prekybos įmonės#https://www.lrt.lt/naujienos/verslas/4/1159755/darbuotojus-atleidzia-kelioniu-transporto-prekybos-imones#https://www.lrt.lt/img/2020/03/31/629272-357908-1287x836.jpg#lt#0.0#www.lrt.lt#Dėl koronaviruso paskelbto karantino darbuotojus toliau atleidžia arba ketina atleisti kai kurios kelionių agentūros, transporto įmonės, prekybininkai. 
2020-04-03 18:22:00#world#„Norfa“ paaiškino, kodėl veido kaukes pardavinėja taip brangiai#https://www.tv3.lt/naujiena/verslas/1037578/norfa-paaiskino-kodel-veido-kaukes-pardavineja-taip-brangiai#https://www.tv3.lt/Uploads/UArticles/leadPhotos/a6/c8/2a/95/a6c82a9594e930ce22cf620b7efeba60.jpg#lt#0.0#www.tv3.lt#„Facebook“ kilo pasipiktinimo banga dėl to, už kokią kainą prekybos tinklo „Norfa“ parduotuvėse dabar pardavinėjamos veido kaukės, kurias . . . 
2020-04-03 15:43:00#world#ES laikinai panaikino importo muitus ir PVM įvežamai medicinos įrangai#https://www.lrt.lt/naujienos/verslas/4/1160028/es-laikinai-panaikino-importo-muitus-ir-pvm-ivezamai-medicinos-irangai#https://www.lrt.lt/img/2020/03/17/622465-420059-1287x836.jpg#lt#0.0#www.lrt.lt#Europos Komisija penktadienį paskelbė laikinai atšauksianti importo mokesčius ir pridėtinės vertės mokestį įvežamai medicinos įrangai, labai reikalingai kovai su naujojo koronaviruso pandemija. 
2020-04-03 05:00:00#world#Europos valstybės gelbėjasi nuo koronaviruso: ir konfiskuoja siuntas, ir stabdo sunkvežimius#https://www.tv3.lt/naujiena/lietuva/1037141/europos-valstybes-gelbejasi-nuo-koronaviruso-ir-konfiskuoja-siuntas-ir-stabdo-sunkvezimius#https://www.tv3.lt/Uploads/UArticles/leadPhotos/34/09/f4/11/3409f4111cb6c2f0aa5a267ff90acf47.jpg#lt#-0.1027#www.tv3.lt#Vis garsiau pasigirsta nuomonės, kad koronaviruso sukeltos krizės akivaizdoje, Europos Sąjunga parodė neveiklumą ir negalėjimą dorotis su šia situacija.  . . . 
2020-04-02 06:45:24#world#Koronavirusas pasaulyje: COVID-19 atvejų skaičius viršijo milijoną, mirčių skaičius - 50 tūkstančių#https://www.15min.lt/naujiena/aktualu/pasaulis/koronavirusas-pasaulyje-estijoje-dar-sesios-mirtys-v-putinas-kreipsis-i-rusijos-zmones-57-1298360#https://s2.15min.lt/static/cache/MTIwMHg2MjgsOTIyeDgzNyw1OTcyNjEsb3JpZ2luYWwsLGlkPTUzMDQ5MTImZGF0ZT0yMDIwJTJGMDQlMkYwMiwyNTYzNTY1NDc1/niujorko-paramedikai-5e855fc4a7f21.jpg#lt#0.0#www.15min.lt#Patvirtintų užsikrėtimo naujuoju koronavirusu atvejų skaičius visame pasaulyje ketvirtadienį artėja prie milijono, kone eksponentiškai plečiantis pandemijai, tarp kurios jauniausių. . . 
2020-04-03 09:20:00#world#Daugiau nei 3 tūkst. koronaviruso ėminių laukia tyrimų - laboratorijos nespėja aprėpti srautų#https://www.lrt.lt/naujienos/lietuvoje/2/1159805/daugiau-nei-3-tukst-koronaviruso-eminiu-laukia-tyrimu-laboratorijos-nespeja-aprepti-srautu#https://www.lrt.lt/img/2020/03/16/621475-716016-1287x836.jpg#lt#-0.5423#www.lrt.lt#Sveikatos apsaugos ministerijos (SAM) penktadienio rytą paskelbtais duomenimis, neištirtų ėminių laboratorijose skaičius siekė 3,2 tūkstančio. 
2020-04-03 08:44:45#world#D.Grybauskaitė pradėjo vadovauti JT įsteigtai aukšto lygio komisijai FACTI#https://www.respublika.lt/lt/naujienos/lietuva/lietuvos_politika/dgrybauskaite_pradejo_vadovauti_jt_isteigtai_auksto_lygio_komisijai_facti/#https://www.respublika.lt/uploads/img/catalog/1/photo_for_homepage_1_30117689.jpg#lt#0.0#www.respublika.lt#Prezidentė Dalia Grybauskaitė paskirta Jungtinių Tautų (JT) įsteigtos Aukšto lygio komisijos, atsakingos už tarptautinę finansinę atskaitomybę, skaidrumą ir sąžiningumą (Financial Accountability, Transparency and Integrity – FACTI), va. . . 
