datetime#topic#title#url#image_url#language#score#source_domain#description
2020-04-03 04:12:00#world#COVID-19 na USS Theodore Roosevelt: Námořnictvo zbavilo kapitána velení#https://eurozpravy.cz/zahranicni/amerika/covid-19-na-uss-theodore-roosevelt-namornictvo-usa-zbavilo-kapitana-veleni.97f7b1b2/#https://eurozpravy.cz/pictures/photo/2020/04/03/profimedia-0511058739-5f47f79bfe_660x371.jpg#cs#0.3818#eurozpravy.cz#Americké námořnictvo zbavilo funkce kapitána letadlové lodi USS Theodore Roosevelt, na jejíž palubě se potvrdilo několik desítek případů nákazy koronavirem.  Informovala o tom dnes agentura AP.  Kapitán Brett Crozier podle ministra námořnictva vyvolal paniku, když dopis, v němž žádal nadřízené o pomoc, adresoval příliš mnoha lidem.  Psaní následně zveřejnila americká média. 
2020-04-03 12:59:13#world#K léčbě COVID-19 se začne používat plazma uzdravených, schválil to SÚKL#https://www.seznamzpravy.cz/clanek/k-lecbe-covid-19-se-zacne-pouzivat-plazma-uzdravenych-schvalil-to-sukl-97815#https://d39-a.sdn.cz/d_39/c_img_E_N/pJKb9.jpeg?fl=cro,0,130,2500,1406%7Cres,1200,,1#cs#0.4215#www.seznamzpravy.cz#Nyní se pracuje na přípravě přesného postupu, ten by mohl být hotov během týdne. 
2020-04-02 15:23:00#business#Program COVID II se opět otevřel, s limitem na 5 miliard#https://www.ceskenoviny.cz/zpravy/program-covid-ii-se-opet-otevrel-s-limitem-na-5-miliard/1873214#https://i3.cn.cz/14/1585046976_P202003240389101.jpg#cs#0.0#www.ceskenoviny.cz#Praha - Příjem žádostí o bezúročné úvěry v prvním kole programu COVID II byl dnes odpoledne obnoven a jeho limit se zvýšil z 1,5 miliardy na pět miliard korun.  Na twitteru to uvedl ministr průmyslu a obchodu Karel Havlíček (za ANO).  Živnostníci, malí a střední podnikatelé mohli žádosti o půjčky začít podávat dnes ráno, původní limit se ale vyčerpal za tři hodiny.  Českomoravská záruční a rozvojová banka (ČMZRB) program spustila kvůli ekonomickým dopadům, které mají na podnikatele omezení zavedená vládou proti šíření nového typu koronaviru. 
2020-04-02 15:22:00#business#Rozpočet programu Covid II s bezúročnými půjčkami byl navýšen na 5 miliard, je možné opět žádat#https://www.lidovky.cz/byznys/moje-penize/rozpocet-programu-covid-ii-s-bezurocnymi-pujckami-byl-navysen-na-5-miliard-je-mozne-opet-zadat.A200402_151801_moje-penize_ele#https://1gr.cz/fotky/lidovky/20/034/lnc460/TMR826815_office_594132_1920.jpg#cs#0.2732#www.lidovky.cz#Příjem žádostí o bezúročné úvěry v prvním kole programu COVID II byl ve čtvrtek odpoledne obnoven a jeho limit se zvýšil z 1,5 miliardy na pět miliard korun.  Na Twitteru to uvedl ministr průmyslu a obchodu Karel Havlíček (za ANO). 
2020-04-03 04:20:00#tech#COVID-19 má oficiální českou aplikaci. Stojí za ní Nemocnice Milosrdných bratří#https://m.mobilmania.cz/covid-19-ma-oficialni-ceskou-aplikaci-stoji-za-ni-nemocnice-milosrdnych-bratri/a-1347947#https://www.mobilmania.cz/getthumbnail.aspx?q=100&height=20000&width=20000&id_file=849095325#cs#0.0#m.mobilmania.cz#Aplikace COVID-19 (zdarma pro iOS) má za cíl poskytnout základní informace o nákaze, návod, jak předcházet jejímu šíření, a přidává aktuality z Česka i ze světa.  Za titulem stojí Nemocnice Milosrdných bratří v Brně, která ručí za odbornost
2020-04-02 14:35:08#sport#Rázný vzestup! Devatenáctiletý Čech byl vyhlášen nejlepším brankářem prestižní ligy. Teprve druhý po legendě#https://www.sport.cz/hokej/ostatni/clanek/1326056-razny-vzestup-devatenactilety-cech-byl-vyhlasen-nejlepsim-brankarem-prestizni-ligy-teprve-druhy-po-legende.html#https://media.sport.cz/images/top_foto1/0038000008710491/ycnIOfxpGWFtbNzEdCC27g/5c2d6a7396c55481ffac0100-268641.jpg?20190103025045#cs#0.7263#www.sport.cz#Velkolepý vzestup! Pro mnohé české fandy poněkud utajený.  Lukáš Dostál byl vyhlášen nejlepším brankářem finské hokejové ligy.  V pouhých devatenácti.  Opora Ilvesu Tampere získala cenu Urpa Ylönena jako druhý český gólman po slavném Petru Břízovi, který anketu vyhrál v roce 1992.  Dostál suverénně ovládl hlasování novinářů.  Český juniorský reprezentant nasbíral 244 bodů a 39 žurnalistů jej na anketním lístku zařadilo na první místo. 
2020-04-02 16:32:00#tech#‚Zájem učinit další velký skok lidstva.‘ Astronautem NASA se chce stát přes 12 tisíc Američanů#https://www.lidovky.cz/relax/zajimavosti/zajem-ucinit-dalsi-velky-skok-lidstva-astronautem-nasa-se-chce-stat-pres-12-000-americanu.A200402_162148_ln-zajimavosti_ele#https://1gr.cz/fotky/lidovky/19/123/lnc460/ELE805744_koch.jpg#cs#0.8126#www.lidovky.cz#Více než 12 000 Američanů projevilo zájem zúčastnit se výběru nové generace astronautů amerického Národního úřadu pro letectví a vesmír (NASA) pro plánované lety na Měsíc a poté i na Mars.  Vesmírná agentura o tom informovala na svém webu. 
2020-03-04 13:28:00#business#Zelené pivo letos oslaví první den otevřených hospod#https://www.ceskenoviny.cz/zpravy/zelene-pivo-letos-oslavi-prvni-den-otevrenych-hospod/1875372#https://i3.cn.cz/14/1555592962_P201904180646001.jpg#cs#0.5719#www.ceskenoviny.cz#Brno - Zelené pivo určené k čepování v restauracích na Zelený čtvrtek letos lidé ochutnají se zpožděním.  Pivovar Starobrno, který i letos zelený velikonoční speciál uvařil, se rozhodl jeho distribuci mezi konzumenty posunout na první den, kdy se restaurace a pivnice otevřou.  Zavřené jsou kvůli nařízení vlády od 14.  března jako součást opatření proti šíření koronaviru.  Starobrno o tom informovalo v tiskové zprávě. 
2020-04-03 10:26:00#sport#VIDEO: Ledecká v karanténě piluje tanec. ‚Někteří si stále myslí, že jsem pohybově nadaná’#https://www.lidovky.cz/sport/ostatni-sporty/video-ledecka-v-karantene-piluje-tanec-nekteri-si-stale-mysli-ze-jsem-pohybove-nadana.A200403_095433_ln-sport-ostatni_ele#https://1gr.cz/fotky/lidovky/19/104/lnc460/LAR7f099a_P201910300531501.jpg#cs#0.5106#www.lidovky.cz#První duben již tradičně patří aprílovým žertům.  Trošku jinak to však vnímá dvojnásobná olympijská vítězka Ester Ledecká, která si místo vtipu pro své fanoušky připravila taneční vystoupení.  Leckoho i přesto nachytala.  Na sociálních sítích totiž uvedla, že není pohybově nadaná. 
2020-04-03 10:57:35#tech#Redmi Band představen! Nový fitness náramek s výbornou výdrží#https://mobilizujeme.cz/clanky/redmi-band-predstaven-novy-fitness-naramek-s-vybornou-vydrzi#https://mobilizujeme.cz/wp-content/uploads/2020/04/redmi-band-660x477.jpg#cs#0.7263#mobilizujeme.cz#Čínské Xiaomi, které teď mimochodem slaví 10.  výročí od svého založení (a od té doby se stalo jedním z největších výrobců smartphonů na světě), představilo
2020-02-04 21:22:00#business#Ropa vykázala rekordní jednodenní růst v naději na nižší dodávky#https://www.ceskenoviny.cz/zpravy/ropa-vykazala-rekordni-jednodenni-rust-v-nadeji-na-nizsi-dodavky/1875048#https://i3.cn.cz/14/1572784685_P201911030316701.jpg#cs#0.5106#www.ceskenoviny.cz#Londýn/New York - Ceny ropy se prudce zvyšují - severomořská ropa Brent i americká lehká ropa WTI vykázaly svůj nejprudší jednodenní nárůst v historii.  Ropa reaguje na prohlášení amerického prezidenta Donalda Trumpa, že Rusko a Saúdská Arábie brzy oznámí, že se dohodly na snížení těžby o deset až 15 milionů barelů denně.  Moskva ale takový vývoj nepotvrdila. 
2020-04-03 10:30:00#tech#OnePlus 8 Pro má v podstatě dokonalý displej, tvrdí DisplayMate#https://www.techarena.cz/oneplus-8-pro-ma-v-podstate-dokonaly-displej-tvrdi-displaymate/n-2048/#https://www.techarena.cz/Photos/blog-2048/oneplus-8-pro-ma-v-podstate-dokonaly-displej-tvrdi-displaymate-title.jpg#cs#0.5719#www.techarena.cz#Je poměrně nezvyklé, že by se objevovala podobná hodnocení ještě před samotným představením telefonů, ale stát se to samozřejmě může.  Většinou však výrobci zařízení představí a až poté nechají podpořit jejich prodej některými testy.  OnePlus se však. . . 
2020-04-03 00:00:00#science#Hubble a XMM-Newton našel nejlepší důkaz o existenci středních černých děr#https://www.svethardware.cz/hubble-a-xmm-newton-nasel-nejlepsi-dukaz-o-existenci-strednich-cernych-der/51737#https://www.svethardware.cz/hubble-a-xmm-newton-nasel-nejlepsi-dukaz-o-existenci-strednich-cernych-der/51737/img/hubble-cerna-dira-170.jpg#cs#0.6369#www.svethardware.cz#Černé díry střední velikosti jsou objekty, které jsou na tom podobně jako temná hmota či energie.  Je zřejmé, že tam někde musí být, ale přesvědčivý důkaz zatím chybí.  Nebo snad chyběl, jak ukazuje nová zpráva. 
2020-04-01 12:32:00#tech#Od uctívaného Monument Valley 2 po zběsilé skákačky i RPG. Těchto 11 her nabízí Apple zdarma pro zpestření karantény#https://www.czechcrunch.cz/2020/04/od-uctivaneho-monument-valley-2-po-zbesile-skakacky-i-rpg-techto-11-her-nabizi-apple-zdarma-pro-zpestreni-karanteny/#https://www.czechcrunch.cz/wp-content/uploads/2020/04/mv2-1280x660.jpg#cs#0.5859#www.czechcrunch.cz#Snad všichni, kteří chápou vážnost momentální situace, se snaží pomoci.  Ať už jde o obyčejné lidi, kteří jsou ohleduplní vůči svému okolí tím, že
2020-04-02 10:36:00#business#Velký čínský restart#https://roklen24.cz/a/SSY9w/velky-cinsky-restart#http://roklen24.cz/img/5e848e66ffd801dc629b7f72/1920/1080?_sig=XQoSO0ZZeqGVuxabCf8zPm7nXjOlgXeTqop3mnHQeOI#cs#0.6249#roklen24.cz#Portál věnující se ekonomice, finančním trhům a financím
2020-04-02 21:15:00#sport#Ledecká to rozbalila! Místo aprílových žertů si připravila parádní tanec#https://sport.tn.nova.cz/clanek/ledecka-to-rozbalila-misto-aprilovych-zertu-si-pripravila-paradni-tanec.html#https://img.cz.prg.cmestatic.com/media/images/600x338/Jan2020/2350469.jpg?b170#cs#0.807#sport.tn.nova.cz#První duben tradičně patří aprílovým žertům, ale dvojnásobná olympijská vítězka Ester Ledecká místo nějaké té nachytávky potěšila své fanoušky tanečním představením. 
2020-04-02 12:06:00#tech#Pokud chcete nejlepší fotomobil na světě, musíte přijmout ústupky#https://www.idnes.cz/mobil/telefony/huawei-p40-pro-dxo-mark-test-fotomobil-nejvyssi-pricka.A200401_195311_telefony_vok#https://servis.idnes.cz/fbimg.aspx?foto=JM8270a0_profimedia_0309204169.jpg#cs#0.6705#www.idnes.cz#Už několik let v řadě vévodí Huawei žebříčku nejlepších fotomobilů organizace DxO Mark.  Každý jeho top model se obvykle dostane na vrchol.  U nového typu P40 Pro tomu není jinak, v testu vykázala čerstvá novinka historicky nejvyšší skóre ze všech smartphonů. 
