datetime#topic#title#url#image_url#language#score#source_domain#description
2020-04-02 11:16:10#world#Coronavirus will also change the picture of the world Jagran Special#https://www.jagran.com/news/national-coronavirus-will-also-change-the-picture-of-the-world-jagran-special-20158703.html#https://www.jagranimages.com/images/newimg/02042020/02_04_2020-coronavius_world_20158703.jpg#hi#0.4019#www.jagran.com#Coronavirus द गार्जियन के अनुसार दुनिया के 199 देश कोरोना वायरस से लड़ रहे हैं दुनिया के अधिकांश देशों ने लॉकडाउन का सहारा लिया है या ले रहे हैं।
2020-04-03 20:07:52#world#CoronaVirus Vaccine Corona Vaccine Successful in First Trial#https://www.naidunia.com/lite/world-coronavirus-vaccine-corona-vaccine-successful-in-first-trial-5448531#https://images.jagran.com/naidunia/ndnimg/03042020/03_04_2020-corona_vaccine-02.jpg#hi#0.5859#www.naidunia.com#CoronaVirus Vaccine: पहले दौर में वैक्सीन का परीक्षण के चूहे पर किया गया, जो सफल पाया गया।
2020-04-03 00:00:00#world#Lucknow News In Hindi : Coronavirus Lucknow Noida#https://www.bhaskar.com/local/uttar-pradesh/lucknow/news/tablighi-jamati-abusing-staff-in-hospitals-uproar-over-small-talk-stripped-clothes-in-front-of-nurses-in-ghaziabad-127099935.html#https://i10.dainikbhaskar.com/thumbnails/730x548/web2images/www.bhaskar.com/2020/04/03/jmati_1585882042.jpg#hi#0.0#www.bhaskar.com#यूपी में 172 लोग कोरोना संक्रमित; 44 नए मरीज मिले, इनमें 42 जमाती दिल्ली के मरकज से लौटे थे गाजियाबाद प्रशासन ने 6 जमातियों पर केस कराया, अभद्रता करने पर अस्पताल से शिफ्ट करना पड़ा | Lucknow Lucknow News In Hindi : Coronavirus Lucknow Noida | Coronavirus Uttar Pradesh Cases Lockdown LIVE, Corona Virus Cases in Lucknow Varanasi Agra Ghaziabad (COVID-19) Death Toll Latest News and Updates- lucknow News,लखनऊ न्यूज़,लखनऊ समाचार
2020-04-03 16:36:49#world#WHO says coronavirus is not spread through air it spread by respiratory droplets#https://www.jagran.com/world/china-who-says-coronavirus-is-not-spread-through-air-it-spread-by-respiratory-droplets-20161899.html#https://www.jagranimages.com/images/newimg/03042020/03_04_2020-who_20161899.jpg#hi#0.0#www.jagran.com#World Health Organisation यानी WHO ने कहा है कि कोरोना का संक्रमण रेस्‍पीरेटरी ड्रॉपलेट्स और संक्रम‍ित मरीज के संपर्क में आने से होता है। पढ़ें यह दिलचस्‍प रिपोर्ट. . . 
2020-04-03 00:00:00#world#Dog-cats meat will not sell in Schengen city after coronavirus epidemic, rules apply from May 1#https://www.bhaskar.com/international/news/dog-cats-meat-will-not-sell-in-shenzhen-city-after-coronavirus-epidemic-rules-apply-from-may-1-127099202.html#https://i10.dainikbhaskar.com/thumbnails/730x548/web2images/www.bhaskar.com/2020/04/03/untitled-5_1585882305.jpg#hi#0.0#www.bhaskar.com#कोरोनावायरस महामारी से निपटने और नए कोरोनावायरस मिलने के बाद प्रशासन ने फैसला किया वैज्ञानिकों को अशंका है कि जानवरों से ही कोरोनाववायरस इंसानों तक पहुंचा है | China's Shenzhen Bans Eating Of Cats, Dogs After COVID-19 Outbreak - विदेश न्यूज,विदेश समाचार
2020-04-02 18:24:10#sport#5 बार के बेस्ट अंपायर साइमन टॉफेल का खुलासा, कहा- वीरेंद्र सहवाग के तिहरे शतक में था मेरा भी योगदान#https://www.jansatta.com/uncategorized/virender-sehwag-simon-taufel-india-vs-pakistan-multan-test-sehwag-triple-century-taufel-comments-on-sehwag/1367041/#https://images.jansatta.com/2020/04/sehwag-850.jpg#hi#0.6369#www.jansatta.com#मुल्तान टेस्ट भारत पारी और 52 रन से जीता था। भारत ने अपनी पहली पारी 5 विकेट पर 675 रन बनाकर घोषित की थी। द्रविड़ ने जब पारी घोषित की तब सचिन अपने दोहरे शतक से महज 6 रन दूर थे। इस फैसले के बाद विवाद भी हुआ था।
2020-04-03 10:32:25#entertainment#Happy Birthday Prabhu Deva Unknown Facts About His Personal Life And Professional life#https://m.jagran.com/lite/entertainment/bollywood-happy-birthday-prabhu-deva-unknown-facts-about-his-personal-life-and-professional-life-20161335.html#https://www.jagranimages.com/images/newimg/03042020/03_04_2020-prabhudeva_20161335.jpg#hi#0.5719#m.jagran.com#Happy Birthday Prabhu Deva प्रभु देवा न सिर्फ एक बेहतरीन डांसर बल्कि एक कमाल के एक्टर कोरियोग्राफर और डायरेक्टर की सफल पारी खेल चुके हैं।
2020-04-02 18:30:00#sport#एफ-1 में धमाल मचाएंगे वर्ल्ड कप के हीरो बेन स्टोक्स, यहां करेंगे रेस#https://navbharattimes.indiatimes.com/sports/cricket/cricket-news/cricket-world-cup-hero-stokes-will-race-with-f1-drivers-in-the-virtual-grand-prix/articleshow/74951102.cms#https://navbharattimes.indiatimes.com/thumb/msid-74952277,width-1200,height-630,resizemode-4/pic.jpg#hi#0.5574#navbharattimes.indiatimes.com#इंग्लैंड के विश्व कप क्रिकेट हीरो बेन स्टोक्स आभासी मंच पर इस सप्ताह के आखिर में एफवन ईस्पोर्ट्स ग्रां प्री रेसिंग में फॉर्मूला वन ड्राइवरों से टक्कर लेंगे। ड्राइवर मेलबर्न में आभासी अलबर्ट पार्क के आसपास प्रतिस्पर्धा करेंगे।
1970-01-01 05:30:00#entertainment#Video: कपिल शर्मा ने सुपरहिट होने से पहले की थी ये मूवी पर कभी नहीं हुई रिलीज#https://hindi.news18.com/news/entertainment/tv-happy-birthday-kapil-sharma-first-movie-bhavnao-ko-samjho-watch-video-here-dv-2981584.html#https://images.hindi.news18.com/ibnkhabar/uploads/2020/04/New-Project-23.jpg#hi#0.5994#hindi.news18.com#कपिल शर्मा (Kapil Sharma) आज टीवी की दुनिया के सबसे बड़े नामों में से एक हो गए हैं.  कपिल के वीडियो भले ही आपने रिपीट पर देखे होंगे, लेकिन शायद उनकी इस पहली फिल्‍म के बारे में नहीं जानते होंगे.  | entertainment News in Hindi - हिंदी न्यूज़, समाचार, लेटेस्ट-ब्रेकिंग न्यूज़ इन हिंदी
2020-04-03 09:41:49#sport#शाहरुख खान की IPL टीम KKR ने बढ़ाया हाथ, किया मदद का ऐलान#https://aajtak.intoday.in/sports/story/kolkata-knight-riders-donates-to-pm-cares-fund-tspo-1-1177248.html#https://smedia2.intoday.in/aajtak/images/stories/092019/srk1_766_1585886551_618x347.jpeg#hi#0.7506#aajtak.intoday.in#दो बार की आईपीएल चैम्पियन टीम कोलकाता नाइट राइडर्स (KKR) ने कोरोना वायरस के खिलाफ लड़ाई में प्रधानमंत्री राहत कोष में दान किया है. 
2020-04-02 08:04:04#tech#Fitbit Charge 4 ट्रैकर इस कीमत में हुआ लॉन्च, महिलाओं के लिए दिया गया है ये खास फीचर#https://www.bgr.in/hi/news/fitbit-charge-4-launched-with-gps-and-heart-rate-monitor-here-price-features-and-more-883620/#https://st1.bgr.in/wp-content/uploads/2020/04/Fitbit-Charge-4.jpg#hi#0.561#www.bgr.in#Fitbit Charge 4 launched with GPS and heart rate monitor here price features and more, Fitbit Charge 4, Fitbit Charge 4 price, Fitbit Charge 4 features, Fitbit Charge, fitness tracker, fitbit fitness band, fitbit band, fitness band
2020-04-02 17:18:23#sport#साइमन टॉफेल ने कहा, इस भारतीय खिलाड़ी के साथ अंपायरिंग करने में खूब मजा आता था#https://hindi.sportzwiki.com/cricket/simon-toffel-said-umpiring-with-this-indian-player-was-a-lot-of-fun/#https://hindisw.b-cdn.net/wp-content/uploads/2019/04/778031-simontaufel.jpg#hi#0.5106#hindi.sportzwiki.com#"साइमन टॉफेल ने अपने एक बयान में सहवाग की मुल्तान वाली पारी को याद करते हुए कहा, ""मैं खुशकिस्मत था कि मुल्तान टेस्ट में अंपायरिंग करने का मौका मिला. "
