2020-04-03 09:02:00#world#Koronavírus: leállították a Corona sör gyártását#https://www.portfolio.hu/uzlet/20200403/koronavirus-leallitottak-a-corona-sor-gyartasat-423906#https://cdn.portfolio.hu/articles/images-lg/c/o/r/coronabeer-361202.jpg#hu#-0.2263#www.portfolio.hu#Ideiglenesen leállítják a Corona sör gyártását – jelentette be a Grupo Modelo mexikói sörgyártó, miután a koronavírus járvány megfékezésére hozott mexikói kormányzati döntés alapján a társaság üzleti tevékenysége nem alapvető fontosságú. #https://www.portfolio.hu/uzlet/20200403/koronavirus-leallitottak-a-corona-sor-gyartasat-423906#XXEWSEZIz
2020-04-04 00:00:00#world#Pink és hároméves fia is koronavírusos volt, de már fel is épültek#https://index.hu/kultur/2020/04/04/pink_koronavirus_adomany/#https://kep.cdn.index.hu/1/0/3237/32376/323760/32376075_2482587_b8ca2a35e0024ce9381d689bbd62361c_wm.jpg#hu#0.0#index.hu#Pink és hároméves fia is koronavírusos volt, de már fel is épültek - Az énekes a gyógyulása után egymillió dollárt adományozott a járvány elleni védekezés javára. #https://index.hu/kultur/2020/04/04/pink_koronavirus_adomany/#BXrHBN7BR
2020-04-02 20:26:00#world#A milánói polgármester szerint így fogunk élni, amíg nem találunk vakcinát#https://www.alon.hu/kitekinto/2020/04/a-milanoi-polgarmester-szerint-igy-fogunk-elni-amig-nem-talalunk-vakcinat#https://static.alon.hu/al/2020/04/tn2-milano..jpg#hu#0.0#www.alon.hu#Hozzá kell szokni, hogy angol kifejezéssel#https://www.alon.hu/kitekinto/2020/04/a-milanoi-polgarmester-szerint-igy-fogunk-elni-amig-nem-talalunk-vakcinat#uAiIOhitO
2020-04-03 21:25:00#world#Koronavírus: mindenkit tesztelnek, aki Trump közelébe megy#https://www.portfolio.hu/gazdasag/20200403/koronavirus-mindenkit-tesztelnek-aki-trump-kozelebe-megy-424104#https://cdn.portfolio.hu/articles/images-lg/t/r/u/trump1205-325179.jpg#hu#0.0#www.portfolio.hu#Megerősítette a Fehér ház, hogy gyors Covid-19 szűrővizsgálatot fognak végezni mindenkin, aki szoros kapcsolatban áll Donald Trump elnökkel vagy Mike Pence alelnökkel. #https://www.portfolio.hu/gazdasag/20200403/koronavirus-mindenkit-tesztelnek-aki-trump-kozelebe-megy-424104#Yu2SOL4xH
2020-04-02 21:46:00#world#Ismét drámaian emelkedett a koronavírusos fertőzések száma Franciaországban#https://www.blikk.hu/aktualis/kulfold/koronavirus-franciaorszag-fertozottek-emelkedes/lw7v522#https://ocdn.eu/pulscms-transforms/1/Cn0ktkqTURBXy9iYTg0OWMzN2IxZmI2Nzk2NDNiZTQwNmNlNjlhMjc3YS5qcGVnkpUDAADNAxTNAbuVAs0EsADCww#hu#0.0772#www.blikk.hu#Franciaországban 24 óra alatt 471-gyel 4503-ra emelkedett a koronavírus-fertőzés kórházban meghalt áldozatainak száma – közölte Jérome Salomon, a francia egészségügyi minisztérium járványügyi felelőse a csütörtök esti sajtótájékoztatóján, aki azt is jelezte: a járvány kezdete óta az idősotthonokban legalább 884-en vesztették életüket.  Ezzel Franciaországban 5300 fölé emelkedett a járvány áldozatainak a száma. #https://www.blikk.hu/aktualis/kulfold/koronavirus-franciaorszag-fertozottek-emelkedes/lw7v522#jfCgAdTIg
2020-04-08 00:00:00#world#Meredeken emelkedik a halálozások aránya az amerikai idősottonokban#https://hirado.hu/kulfold/cikk/2020/04/02/meredeken-emelkedik-a-halalozasok-aranya-az-amerikai-idosottonokban#https://hirado.hu/wp-content/uploads/sites/7/2020/04/08339525.jpg#hu#0.0#hirado.hu#Az amerikai idősotthonokban meredeken emelkedik a halálozások aránya – jelentette az amerikai közszolgálati rádió (NPR) az egyik csütörtöki riportjában. #https://hirado.hu/kulfold/cikk/2020/04/02/meredeken-emelkedik-a-halalozasok-aranya-az-amerikai-idosottonokban#QMgaVACAO
2020-04-04 00:00:00#world#Ausztrália azt kéri, hagyják el az országot a külföldiek#https://hvg.hu/vilag/20200404_Ausztralia_azt_keri_hagyjak_el_az_orszagot_a_kulfoldiek#https://images.hvg.hu/image.jpg?id=b9fd10fa-d6a1-4783-a8a0-29fb63fe5fb2&view=7fcefbf8-ac48-4ee6-aef5-32203afa118c#hu#-0.0516#hvg.hu#Kétmillió emberről van szó. #https://hvg.hu/vilag/20200404_Ausztralia_azt_keri_hagyjak_el_az_orszagot_a_kulfoldiek#GaeZ9s0Kq
2020-04-04 07:50:00#world#Koronavírus: nem csökkent Mexikóban a bűnözés, sőt, tömeges lopások kezdődtek#https://www.portfolio.hu/uzlet/20200404/koronavirus-nem-csokkent-mexikoban-a-bunozes-sot-tomeges-lopasok-kezdodtek-424136#https://cdn.portfolio.hu/articles/images-xl/m/e/x/mexikofegyver-361458.jpg#hu#-0.5423#www.portfolio.hu#Mexikóban nem csökkent az erőszakos bűncselekmények száma az új típusú koronavírus járványa miatt bevezetett intézkedések, a távolságtartásra és az otthonmaradásra való felszólítások ellenére sem - közölte Andrés Manuel López Obrador mexikói elnök. #https://www.portfolio.hu/uzlet/20200404/koronavirus-nem-csokkent-mexikoban-a-bunozes-sot-tomeges-lopasok-kezdodtek-424136#iQpHKJjWr
2020-04-03 06:52:07#world#Osztrák államfő: Ha majd visszatekintünk 2020 fájdalmas tavaszára, azt tapasztaljuk, hogy elmúlt#https://24.hu/kulfold/2020/04/03/koronavirus-ausztria-alexander-van-der-bellen-allamfo/#https://24.p3k.hu/app/uploads/2020/04/043_apapd_20191007_pd12604-e1585889442155-1024x575_wm.jpg#hu#-0.4404#24.hu#Alexander Van der Bellen szerint hosszabb ideig kell kitartania országának. #https://24.hu/kulfold/2020/04/03/koronavirus-ausztria-alexander-van-der-bellen-allamfo/#KcmDjQa63
2020-04-03 00:00:00#world#A hegyi falu, ami tényleg elvágta magát a világtól a járvány miatt#https://index.hu/kulfold/2020/04/03/zahara_de_la_sierra_hegyi_falu_elvagta_magat_vilagtol_koronavirus_jarvany_spanyolorszag/#https://kep.cdn.index.hu/1/0/3236/32367/323670/32367055_2481959_6e100b6d19414f3b7630d3f247b56dc8_wm.jpg#hu#-0.3384#index.hu#A hegyi falu, ami tényleg elvágta magát a világtól a járvány miatt - A Spanyolország déli részén fekvő Zahara de la Sierrát rendszeresen látogatták a turisták, de ahogy bedurvult a koronavírus-járvány, a polgármester lezáratta a faluba vezető utakat.  A helyiek összefogtak, együtt fertőtlenítik az utcákat, házhoz viszik az ellátmányt.  Eddig senki nem fertőződött meg. #https://index.hu/kulfold/2020/04/03/zahara_de_la_sierra_hegyi_falu_elvagta_magat_vilagtol_koronavirus_jarvany_spanyolorszag/#vkrwBKbfk
2020-04-02 00:00:00#world#Von der Leyen nagyon aggódik a magyarországi helyzet miatt#https://hvg.hu/itthon/20200402_europai_bizottsag_ursula_von_der_leyen_felhatalmazasi_torveny#https://images.hvg.hu/image.jpg?id=fff26155-f1a5-4a55-b329-db31c22bf8fe&view=7fcefbf8-ac48-4ee6-aef5-32203afa118c#hu#-0.3597#hvg.hu#Az Európai Bizottság elnöke attól tart, hogy a kormányzati intézkedések túl messzire mennek. #https://hvg.hu/itthon/20200402_europai_bizottsag_ursula_von_der_leyen_felhatalmazasi_torveny#fu64ZIqhe
2020-04-04 08:20:00#world#Koronavírus: Amerikában egyetlen nap alatt 1500-an haltak meg#https://www.blikk.hu/aktualis/veszhelyzet/amerika-koronavirus-egyetlen-nap-alatt-1500-an-haltak-meg/451y9zn#https://ocdn.eu/pulscms-transforms/1/O6vktkpTURBXy85NjhiZGVkY2RjMjlmYWQwODcxNDFiMDU0ZGU1ODQ3Ni5qcGeSlQMAZs0PoM0IypUCzQSwAMLD#hu#-0.5574#www.blikk.hu#Az Egyesült Államokban egyetlen nap alatt csaknem 1500-zal nőtt a koronavírus-járvány halálos áldozatainak száma a Johns Hopkins egyetem és kórház péntek esti összesítése szerint.  Közben Oregonban egy 104 éves férfi meggyógyult. #https://www.blikk.hu/aktualis/veszhelyzet/amerika-koronavirus-egyetlen-nap-alatt-1500-an-haltak-meg/451y9zn#OIFdsoIuI
2020-04-02 11:00:07#world#Kevésbé lehet halálos a koronavírus ott, ahol kötelező a TBC elleni védőoltás#https://24.hu/tudomany/2020/04/02/koronavirus-covid-19-tbc-tuberkulozis-gumokor-vedoltas-jarvany/#https://24.p3k.hu/app/uploads/2020/04/gettyimages-927424104-e1585816290755-1024x576_wm.jpg#hu#-0.4417#24.hu#Magyarország ilyen tekintetben kifejezetten jól áll a járványban. #https://24.hu/tudomany/2020/04/02/koronavirus-covid-19-tbc-tuberkulozis-gumokor-vedoltas-jarvany/#ShvbeGFIY
2020-04-03 00:00:00#world#Élelmiszerhiánnyal kell szembenézniük az importfüggő országoknak#https://index.hu/kulfold/2020/04/03/elelmiszerhiannyal_kell_szembenezniuk_az_importfuggo_orszagoknak/#https://kep.cdn.index.hu/1/0/3237/32372/323725/32372517_2482327_54b6c62a7265dfbe2b05e6b7c61177d8_wm.jpg#hu#-0.1531#index.hu#Élelmiszerhiánnyal kell szembenézniük az importfüggő országoknak - Az ENSZ szerint sok országban pusztítóbbak lesznek a gazdasági következmények, mint maga a járvány. #https://index.hu/kulfold/2020/04/03/elelmiszerhiannyal_kell_szembenezniuk_az_importfuggo_orszagoknak/#5vD5S6c6O
2020-04-03 00:00:00#world#Mi ez a fehéren habzó szer, amivel fertőtlenítik a járdákat Budapesten?#https://hvg.hu/itthon/20200403_fertotlenites_budapest_fkf_koronavirus_jarvany#https://images.hvg.hu/image.jpg?id=caa2df99-c177-4007-a78a-c6c3d045c964&view=7fcefbf8-ac48-4ee6-aef5-32203afa118c#hu#0.0#hvg.hu#Bár általános tisztítószerként hivatkoznak rá, a Greenpeace vegyi szakértője nincs elragadtatva tőle. #https://hvg.hu/itthon/20200403_fertotlenites_budapest_fkf_koronavirus_jarvany#5oRUjWbPe
2020-04-02 00:00:00#world#Mi ez a brutál kinézetű fehér fertőtlenítőszer az utcákon?#https://index.hu/belfold/2020/04/02/mi_ez_a_brutal_kinezetu_feher_fertotlenitoszer_az_utcakon/#https://kep.cdn.index.hu/1/0/3235/32356/323568/32356815_2481201_45e2714a3de4925aad99dc0482558123_wm.jpg#hu#0.0#index.hu#Mi ez a brutál kinézetű fehér fertőtlenítőszer az utcákon? - Megkérdeztük a Fővárosi Közterület-fenntartót, milyen anyagokkal dolgozik az utcán a járvány ellen.  Hipóval nem, de más veszélyes anyaggal igen. #https://index.hu/belfold/2020/04/02/mi_ez_a_brutal_kinezetu_feher_fertotlenitoszer_az_utcakon/#ovycRqStk
2020-04-03 17:51:00#world#Kemény üzenet érkezett Berlinből a magyar kormány számára#https://www.blikk.hu/aktualis/politika/berlin-kemeny-uzenet-magyar-kormany/5glp8er#https://ocdn.eu/pulscms-transforms/1/cWRktkqTURBXy9hMWU5NDRiN2E4NTJmNTRmMDAxY2YxYTJkNDM0OTcyNC5qcGVnkpUDADPNBqTNA7yVAs0EsADCww#hu#-0.1027#www.blikk.hu#Steffen Seibert kormányszóvivő tájékoztatóján elmondta, hogy Angela Merkel valamennyi koronavírus-tesztje negatív, szervezetében nem mutatták ki a kórokozót.  Így ismét a berlini kancellári hivatalban folytatja munkáját, amelyet otthoni tartózkodása alatt sem szakított meg. #https://www.blikk.hu/aktualis/politika/berlin-kemeny-uzenet-magyar-kormany/5glp8er#EjpaIV7pO
2020-04-02 00:00:00#world#Az Európai Néppárt 13 tagja kéri, hogy zárják ki a Fideszt#https://hvg.hu/itthon/20200402_Neppart_Fidesz_kizaras_alairas#https://images.hvg.hu/image.jpg?id=ded880b6-37b0-4685-a5d5-7c6183a99635&view=7fcefbf8-ac48-4ee6-aef5-32203afa118c#hu#0.128#hvg.hu#Megvan a szükséges számú aláírás ahhoz, hogy az Európai Néppárt napirendre vegye a Fidesz kizárásának ügyét. #https://hvg.hu/itthon/20200402_Neppart_Fidesz_kizaras_alairas#k1bjSEOsk
2020-04-03 00:00:00#world#Szijjártó: Szégyen lenne, ha most szavaznának a Fideszről a Néppártban#https://index.hu/kulfold/2020/04/03/szijjarto_szegyen_lenne_ha_most_szavaznanak_a_fideszrol_a_neppartban/#https://kep.cdn.index.hu/1/0/3237/32373/323730/32373099_2482361_084b62d12f59ea90d28cffb1526e7453_wm.png#hu#-0.1027#index.hu#Szijjártó: Szégyen lenne, ha most szavaznának a Fideszről a Néppártban - Egy rádióműsorban azt mondta, szerinte nem a magyar parlament törvényeivel kéne foglalkozni Brüsszelben, amikor ezrek halnak meg a vírusban. #https://index.hu/kulfold/2020/04/03/szijjarto_szegyen_lenne_ha_most_szavaznanak_a_fideszrol_a_neppartban/#0KwZtcuvc
2020-04-03 21:52:22#world#Már 3000 áldozata van a koronavírusnak New Yorkban#https://24.hu/kulfold/2020/04/03/koronavirus-new-york-2/#https://24.p3k.hu/app/uploads/2020/04/k_epa20200403095-1-e1585943531184-1024x576_wm.jpg#hu#-0.3182#24.hu#A kormányzó arra figyelmeztetett, hogy lassan kifogy a város a lélegeztetőgépekből. #https://24.hu/kulfold/2020/04/03/koronavirus-new-york-2/#geyTxMV0q
2020-04-03 20:57:00#world#Koronavírus: 30 ezer orosz rekedt külföldön, leáll a hazaszállítás#https://www.napi.hu/nemzetkozi_gazdasag/koronavirus_30_ezer_orosz_rekedt_kulfoldon_leall_a_hazaszallitas.703645.html#https://www.napi.hu/fototar/fototar/202001/orig/image1580112197.jpg/780/#hu#-0.1531#www.napi.hu#Napi. hu - Független üzleti és pénzügyi portál, benne magyar és nemzetközi hírek, elemzések, tőzsdei információk. #https://www.napi.hu/nemzetkozi_gazdasag/koronavirus_30_ezer_orosz_rekedt_kulfoldon_leall_a_hazaszallitas.703645.html#PTFRJQGwR
2020-04-03 00:00:00#world#Honvédség: koronavírussal fertőződött meg egy magyar katona Boszniában#https://hvg.hu/itthon/20200403_Honvedseg_koronavirussal_fertozodott_meg_egy_magyar_katona_Boszniaban#https://images.hvg.hu/image.jpg?id=71294dd3-a766-4539-adc9-542a9c552727&view=7fcefbf8-ac48-4ee6-aef5-32203afa118c#hu#-0.4019#hvg.hu#Két magyar katonát hoztak haza kedden fertőzésgyanúval, az egyiküknél beigazolódott, hogy koronavírusos. #https://hvg.hu/itthon/20200403_Honvedseg_koronavirussal_fertozodott_meg_egy_magyar_katona_Boszniaban#UV5ccMmRr
2020-04-03 22:55:00#world#Koronavírus: Olaszországban nem javult a helyzet, súlyos gazdasági válságot rebesgetnek#https://www.portfolio.hu/gazdasag/20200403/szomoru-kuszobot-lepett-at-vilagszerte-a-koronavirus-jarvany-423882#https://cdn.portfolio.hu/articles/images-xl/m/a/r/maradj-ottho-361262.jpg#hu#-0.7158#www.portfolio.hu#Az utóbbi napokban napi 70-80 ezer új koronavírus fertőzöttet regisztráltak a hatóságok világszerte, így csütörtök éjjelre átlépte a kerek 1 millió főt a számuk, és sajnos a halálozásban is túl vagyunk már a kerek 50 ezer fős számon, ahogy a kigyógyultakéban is (200 ezer felett).  Amerikában továbbra is rohamtempóban terjed a járvány, Olaszországban egyelőre csak stagnál az új esetszám és a halálozás, idehaza 38 új fertőzöttet azonosítottak, így nem gyorsult tovább a járvány, de ezzel együtt is már 623 fertőzöttnél járunk és közben az elhunytak száma 5-tel 26-ra emelkedett.  Idehaza egyébként a gazdasági szereplők várják a kormány jövő hétre beharangozott válságkezelő intézkedéscsomagját. #https://www.portfolio.hu/gazdasag/20200403/szomoru-kuszobot-lepett-at-vilagszerte-a-koronavirus-jarvany-423882#j2jJZLJke
2020-04-03 21:35:00#world#Merkel visszatért a házi karanténból, és a kemény igazságról beszélt#https://www.portfolio.hu/gazdasag/20200403/merkel-visszatert-a-hazi-karantenbol-es-a-kemeny-igazsagrol-beszelt-424106#https://cdn.portfolio.hu/articles/images-lg/m/e/r/merkel-es-orban-is-reagalt-a-mai-nagy-dontesekre-317097.jpg#hu#0.2263#www.portfolio.hu#Reménykeltőek az új típusú koronavírussal fertőzöttek németországi számának alakulásáról szóló adatok, de a járvány lassítására bevezetett intézkedéseket még legalább április 19-ig nem lehet lazítani, és a húsvéti ünnepnapok alatt is be kell tartani a szabályokat - hangsúlyozta Angela Merkel német kancellár péntek esti videóüzenetében. #https://www.portfolio.hu/gazdasag/20200403/merkel-visszatert-a-hazi-karantenbol-es-a-kemeny-igazsagrol-beszelt-424106#qh6UVPu4l
2020-04-03 15:19:50#world#Most is működik a németek csodaszere a gazdaság megmentésére?#https://24.hu/fn/gazdasag/2020/04/03/koronavirus-nemetorszag-gazdasag-jarvany-roviditett-munkaido-kurzarbeit/#https://24.p3k.hu/app/uploads/2020/03/gettyimages-109422500-e1585669107153-1024x576_wm.jpg#hu#0.4939#24.hu#A rövidített munkaidő már bejött nekik, leginkább a 2008-as válság idején. #https://24.hu/fn/gazdasag/2020/04/03/koronavirus-nemetorszag-gazdasag-jarvany-roviditett-munkaido-kurzarbeit/#b1EFRSFL4
2020-04-03 06:29:25#world#Csodaszámba megy, Észak-Koreában még mindig nem jelent meg a koronavírus#https://24.hu/kulfold/2020/04/03/koronavirus-eszak-korea-del-korea/#https://24.p3k.hu/app/uploads/2020/04/000_1qb6mp-e1585888062689-1024x576_wm.jpg#hu#0.0#24.hu#Karanténban is mindössze ötszázan vannak. #https://24.hu/kulfold/2020/04/03/koronavirus-eszak-korea-del-korea/#osrMw7sHA
2020-04-03 09:48:00#world#Orvosok és ápolók kerültek karantén alá a Szent Imre Kórházban?#https://www.blikk.hu/aktualis/karanten-szent-imre-korhaz-ersebeszet-ugyelet/cc2kx4t#https://ocdn.eu/pulscms-transforms/1/b0SktkpTURBXy9mNWM2MmMzZTFmZDg2ZWMwOTc5ZGQ4ZmI3OWZlMDY3NC5qcGeSlQMAX80P1s0I6JUCzQSwAMLD#hu#0.0#www.blikk.hu#Orvosok és ápolók kerültek járványügyi megfigyelés alá a Szent Imre Kórházban. #https://www.blikk.hu/aktualis/karanten-szent-imre-korhaz-ersebeszet-ugyelet/cc2kx4t#8VugMmAzW
2020-04-02 21:16:00#world#Milánói polgármester:nehéz időszakra kell számítani a járvány után is#https://www.blikk.hu/aktualis/kulfold/milanoi-polgarmester-koronavirus-nehez-idoszak/bmyfdyj#https://ocdn.eu/pulscms-transforms/1/wBpktkpTURBXy9mN2NlZWEzZGZkNjk3ZTA2MWU5YjQ3MGE2Yjg2ODY2ZS5qcGeSlQMAzKLNECbNCRWVAs0EsADCww#hu#-0.3612#www.blikk.hu#Nagyon hosszú és nehéz fázisnak nevezte az új koronavírus-fertőzés lassulása után következő időszakot Giuseppe Sala milánói polgármester a nemzetközi sajtónak, közte az MTI-nek adott interjúban, hangsúlyozva, hogy egész Európa korlátozások között él majd, amíg nem találnak oltóanyagot. #https://www.blikk.hu/aktualis/kulfold/milanoi-polgarmester-koronavirus-nehez-idoszak/bmyfdyj#0wh30eeqN
