datetime#topic#title#url#image_url#language#score#source_domain#description#share_url
2021-03-11 19:44:00#entertainment#Beiaardier Westerkerk speelt Radar Love: ‘Denk dat ik fan word’#https://www.parool.nl/amsterdam/beiaardier-westerkerk-speelt-radar-love-denk-dat-ik-fan-word~b43faf15/#https://images0.persgroep.net/rcs/El5AtQ6msaGVCFRUH-cBD7w10Rc/diocontent/200760257/_fitwidth/763?appId=93a17a8fd81db0de025c8abd1cca1279&quality=0.8#nl#0.8176#www.parool.nl#Als eerbetoon aan Golden Earring klonk donderdagmiddag in heel het land Radar Love.  Hoog boven Amsterdam speelde beiaardier Boudewijn Zwart het num. . . #https://www.parool.nl/amsterdam/beiaardier-westerkerk-speelt-radar-love-denk-dat-ik-fan-word~b43faf15/
2021-03-08 20:20:00#tech#Beste Android-apps in de Google Play Store week 10#https://androidworld.nl/apps/beste-android-apps-week-10-2021#https://newsifier.imgix.net/androidworld.nl/images/2021-02/beste-apps-602a92ec37dd7.jpg?w=1200&h=627&fit=crop#nl#0.765#androidworld.nl#In 'beste apps' bespreken we elke keer een selectie van leuke apps die je inspireren.  Bekijk het nieuwste overzicht op Androidworld. #https://androidworld.nl/apps/beste-android-apps-week-10-2021
2021-03-09 11:49:09#tech#Smartphone Best Buy Guide#https://tweakers.net/reviews/8768/7/smartphone-best-buy-guide-maart-2021-tot-slot-alle-aanraders.html#https://tweakers.net/ext/i/2002912970.jpeg#nl#0.6369#tweakers.net#We geven een overzicht van de beste smartphones per prijsklasse, met testresultaten.  Welke telefoons hebben de beste prijskwaliteitverhouding?#https://tweakers.net/reviews/8768/7/smartphone-best-buy-guide-maart-2021-tot-slot-alle-aanraders.html
2021-03-06 00:00:00#business#Lijsttrekker Azarkan van DENK probeert iets te doen aan zijn 'korte lontje': 'Dat lukt de ene keer beter dan de andere'#https://eenvandaag.avrotros.nl/item/lijsttrekker-azarkan-van-denk-probeert-iets-te-doen-aan-zijn-korte-lontje-dat-lukt-de-ene-keer-beter-dan-de-andere-keer/#https://eenvandaag.assets.avrotros.nl/_processed_/5/f/csm_f92d6efaafe55ea1b844_d62f3a8bcf.jpg#nl#0.6808#eenvandaag.avrotros.nl#Te agressief.  Het is kritiek die lijsttrekker Farid Azarkan van veel kiezers krijgt.  Azarkan vertelde in de uitzending van EenVandaag dat hij zich er bewust van is en zegt dat het te maken heeft met zijn bevlogenheid om problemen aan te pakken. #https://eenvandaag.avrotros.nl/item/lijsttrekker-azarkan-van-denk-probeert-iets-te-doen-aan-zijn-korte-lontje-dat-lukt-de-ene-keer-beter-dan-de-andere-keer/
2021-03-08 19:20:52#business#Gemeenten: Hoge winsten in de jeugdzorg een probleem#https://www.bnnvara.nl/kassa/artikelen/gemeenten-hoge-winsten-in-de-jeugdzorg-een-probleem#https://kassa-bnnvara.cdn.prepr.io/w_1250/s3-kassa-bnnvara/6acaffbc-90be-4a6c-a0ce-8d628bf5154e.jpg#nl#0.5267#www.bnnvara.nl#De hoge winsten in de jeugdzorg zijn een probleem volgens gemeenten, maar beëindigen om die reden vrijwel geen contract met de zorginstelling.  Dat stelt het tv-programma Pointer (KRO-NCRV) dat een enquête liet uitvoeren onder 133 wethouders belast met jeugdzorg. . #https://www.bnnvara.nl/kassa/artikelen/gemeenten-hoge-winsten-in-de-jeugdzorg-een-probleem
2021-03-06 12:00:44#tech#VPN in 2021: dit zijn de 5 beste gratis opties om dit jaar te gebruiken#https://www.want.nl/vpn-2021-5-beste-gratis-opties/#https://www.want.nl/wp-content/uploads/2019/10/iar-afb0qqw.jpg#nl#0.8176#www.want.nl#Een VPN biedt extra beveiliging voor online privacy en is handig voor toegang tot Netflix in het buitenland.  Dit zijn 5 goede gratis opties. #https://www.want.nl/vpn-2021-5-beste-gratis-opties/
2021-03-08 19:20:55#tech#Smartphone Best Buy Guide#https://tweakers.net/reviews/8768/smartphone-best-buy-guide-maart-2021.html#https://tweakers.net/ext/i/2002912970.jpeg#nl#0.6369#tweakers.net#We geven een overzicht van de beste smartphones per prijsklasse, met testresultaten.  Welke telefoons hebben de beste prijskwaliteitverhouding?#https://tweakers.net/reviews/8768/smartphone-best-buy-guide-maart-2021.html
2021-03-06 00:00:00#science#Marskarretje Perseverance legt 6,5 meter af, NASA euforisch#https://www.rtlnieuws.nl/nieuws/buitenland/artikel/5218223/perseverance-mars-eerste-rondje-65-meter-nasa#https://www.rtlnieuws.nl/sites/default/files/styles/liggend_hoge_resolutie/public/content/images/2021/03/06/cropC_20210306082719.jpg?itok=3tfiiZtM#nl#0.6369#www.rtlnieuws.nl#Een mijlpaal voor de missie, zo omschrijft ruimtevaartorganisatie NASA de eerste meters die Marsverkenner Perseverance aflegde.  Het wagentje maakte een eerste rondje op de rode planeet.  Het ging maar om een paar meter, maar NASA is euforisch. #https://www.rtlnieuws.nl/nieuws/buitenland/artikel/5218223/perseverance-mars-eerste-rondje-65-meter-nasa
2021-03-08 19:21:53#science#Speciale IQ-test voor de allerslimsten#https://fd.nl/futures/1375170/speciale-iq-test-voor-de-allerslimsten#https://fd.nl/img/fd/static/default-share.png#nl#0.7717#fd.nl#Tijdens de Week van de Hoogbegaafdheid komen tal van hindernissen, maar ook kansen voor hoogbegaafden aan de orde.  Femke Hovinga presenteert haar test die IQ begint te meten vanaf een punt waar de meeste andere testen ophouden. #https://fd.nl/futures/1375170/speciale-iq-test-voor-de-allerslimsten
2021-03-07 15:36:34#world#Na zijn Brexit-triomf was er weinig meer te winnen voor Farage#https://www.nrc.nl/nieuws/2021/03/07/na-zijn-brexit-triomf-was-er-weinig-meer-te-winnen-voor-farage-a4034510#https://images.nrc.nl/VKLKq2srelxMKQhCM-J2NuQBB-4=/1200x627/smart/filters:no_upscale()/s3/static.nrc.nl/images/gn4/stripped/data68287515-b3c6d7.jpg#nl#0.738#www.nrc.nl#Nigel Farage: Mr.  Brexit, Nigel Farage, stapt uit de politiek.  Meer dan wie ook maakte hij de Britten rijp voor vertrek uit de EU.  Zijn voornaamste missie…#https://www.nrc.nl/nieuws/2021/03/07/na-zijn-brexit-triomf-was-er-weinig-meer-te-winnen-voor-farage-a4034510
2021-03-07 00:00:00#tech#Getest: Dit is de beste laptop met een scherm van 15 inch#https://www.nu.nl/tech/6120102/getest-dit-is-de-beste-laptop-met-een-scherm-van-15-inch.html#https://media.nu.nl/m/mhexo5aayo3u_wd1280.jpg/getest-dit-is-de-beste-laptop-met-een-scherm-van-15-inch.jpg#nl#0.6369#www.nu.nl#Wat is de beste laptop met een scherm van 15 inch? En welke heeft de beste prijs-kwaliteitverhouding? NU. nl en de Consumentenbond geven antwoord. #https://www.nu.nl/tech/6120102/getest-dit-is-de-beste-laptop-met-een-scherm-van-15-inch.html
2021-03-05 07:12:45#entertainment#Meghan Markle's beste vriendin verdedigt haar via Instagram#https://www.elle.com/nl/lifestyle/lifestyle-nieuws/a35734463/meghan-markle-beste-vriendin-instagram-pestgedrag-beschuldiging/#https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/meghan-duchess-of-sussex-arrives-at-casablanca-airport-on-news-photo-1614924821.?crop=1.00xw:0.752xh;0,0.0793xh&resize=1200:*#nl#0.8126#www.elle.com#Meghan Markle's beste vriendin van haar studie, Lindsay Roth, komt nu voor haar op in een Instagrampost na beschuldingen van pestgedrag. #https://www.elle.com/nl/lifestyle/lifestyle-nieuws/a35734463/meghan-markle-beste-vriendin-instagram-pestgedrag-beschuldiging/
2021-03-06 00:00:00#sport#Bol dolgelukkig met EK-goud: 'Dit is de bevestiging die ik wilde'#https://www.nu.nl/sport-overig/6120346/bol-dolgelukkig-met-ek-goud-dit-is-de-bevestiging-die-ik-wilde.html#https://media.nu.nl/m/f62xfe7akfmj_wd1280.jpg/bol-dolgelukkig-met-ek-goud-dit-is-de-bevestiging-die-ik-wilde.jpg#nl#0.7841#www.nu.nl#Femke Bol is dolblij na haar gouden 400 meter zaterdagavond op EK indoor in Torun.  De atlete uit Amersfoort maakt al een jaar een sensationele ontwikkeling door en in de Poolse stad liet ze tot haar grote vreugde zien dat ze de druk van een groot toernooi aankan. #https://www.nu.nl/sport-overig/6120346/bol-dolgelukkig-met-ek-goud-dit-is-de-bevestiging-die-ik-wilde.html
2021-03-07 00:00:00#sport#Estafettevrouwen dromen na EK-goud van succes op Spelen in Tokio#https://www.nu.nl/sport-overig/6120501/estafettevrouwen-dromen-na-ek-goud-van-succes-op-spelen-in-tokio.html#https://media.nu.nl/m/1vmxqncaqftf_wd1280.jpg/estafettevrouwen-dromen-na-ek-goud-van-succes-op-spelen-in-tokio.jpg#nl#0.8225#www.nu.nl#De Nederlandse vrouwen durven na het goud op de 4x400 meter bij de EK indoor in Torun al hardop te dromen over succes komende zomer op de Olympische Spelen.  Lieke Klaver, Marit Dopheide, Femke Bol en Lisanne de Witte zorgden zondag voor een passend slotstuk van een zeer succesvol toernooi van de Nederlandse atletiekploeg, waardoor de lat hoog ligt richting Tokio. #https://www.nu.nl/sport-overig/6120501/estafettevrouwen-dromen-na-ek-goud-van-succes-op-spelen-in-tokio.html
2021-03-07 00:00:00#world#Brits-Iraanse hulpverlener in Iran na vijf jaar vrij en meteen gedagvaard#https://www.nu.nl/buitenland/6120416/brits-iraanse-hulpverlener-in-iran-na-vijf-jaar-vrij-en-meteen-gedagvaard.html#https://media.nu.nl/m/6j9xcf6a89mq_wd1280.jpg/brits-iraanse-hulpverlener-in-iran-na-vijf-jaar-vrij-en-meteen-gedagvaard.jpg#nl#0.5106#www.nu.nl#Iran heeft de Brits-Iraanse liefdadigheidswerker Nazanin Zaghari-Ratcliffe zondag vrijgelaten.  Vlak na het bericht over haar vrijlating werd bekend dat de vrouw een nieuwe oproep heeft gekregen om in de rechtbank te verschijnen. #https://www.nu.nl/buitenland/6120416/brits-iraanse-hulpverlener-in-iran-na-vijf-jaar-vrij-en-meteen-gedagvaard.html
2021-03-06 19:55:11#business#Kabinet werkt aan versoepelingen voor de komende weken, avondklok verlengd#https://www.rijnmond.nl/nieuws/204554/Kabinet-werkt-aan-versoepelingen-voor-de-komende-weken-avondklok-verlengd#https://imgr.rgcdn.nl/8185b67d5ebd480d9e2e83e7885609e5/opener/20210216_KVL04326_31E7A2567A91C199C125867E0041E715.jpg?v=z4zVaqXkxQusW6HAl1vA3Q2#nl#0.5267#www.rijnmond.nl#Het kabinet zal maandag op de persconferentie definitief geen versoepelingen van de coronamaatregelen bekendmaken.  Deskundigen hebben de meest betrokken ministers vandaag in het Catshuis duidelijk gemaakt dat de besmettingscijfers daarvoor nog te slecht zijn, zeggen ingewijden tegen de NOS. #https://www.rijnmond.nl/nieuws/204554/Kabinet-werkt-aan-versoepelingen-voor-de-komende-weken-avondklok-verlengd
2021-03-05 11:10:59#business#Hamers vangt bij UBS-bank in kwartaal bijna 2 keer zoveel beloning als in 1 jaar leiderschap bij ING (waarvoor hij vervolgd wordt)#https://www.volkskrant.nl/nieuws-achtergrond/hamers-vangt-bij-ubs-bank-in-kwartaal-bijna-2-keer-zoveel-beloning-als-in-1-jaar-leiderschap-bij-ing-waarvoor-hij-vervolgd-wordt~ba0fcbcb/#https://images0.persgroep.net/rcs/XXvDaJzjs4AmFDRUmJtVTwjn8lM/diocontent/180008922/_fitwidth/763?appId=93a17a8fd81db0de025c8abd1cca1279&quality=0.8#nl#0.5719#www.volkskrant.nl#Voormalig ING-topman Ralph Hamers heeft in zijn eerste vier maanden bij de Zwitserse zakenbank UBS al bijna 3,8 miljoen euro verdiend, flink meer d. . . #https://www.volkskrant.nl/nieuws-achtergrond/hamers-vangt-bij-ubs-bank-in-kwartaal-bijna-2-keer-zoveel-beloning-als-in-1-jaar-leiderschap-bij-ing-waarvoor-hij-vervolgd-wordt~ba0fcbcb/
2021-03-05 00:00:00#entertainment#'Raya and the Last Dragon' is vanaf deze dag gratis te zien op Disney+#https://www.filmtotaal.nl/nieuws/79475#https://cdn.filmtotaal.nl/images/original/23lemlladkmy_hero.jpg#nl#0.5106#www.filmtotaal.nl#Nu moet je 21,99 euro betalen om de film te zien. #https://www.filmtotaal.nl/nieuws/79475
2021-03-06 00:00:00#entertainment#De Bauers vieren vandaag feest: 'Ben zo trots op hem'#https://www.rtlnieuws.nl/entertainment/artikel/5218262/de-bauers-vieren-vandaag-feest-ben-zo-trots-op-hem#https://www.rtlnieuws.nl/sites/default/files/styles/liggend_hoge_resolutie/public/content/images/2021/03/06/frans%20bauer.jpg?h=050ff4d9&itok=Okusg4Vw#nl#0.8267#www.rtlnieuws.nl#Het is feest bij de Bauertjes.  Frans (47) en Mariska (45) vieren vandaag dat ze zestien jaar geleden ouders werden van hun tweede zoon: Frans junior.  Hoog tijd om hun jarige zoon in het zonnetje te zetten. #https://www.rtlnieuws.nl/entertainment/artikel/5218262/de-bauers-vieren-vandaag-feest-ben-zo-trots-op-hem
2021-03-07 07:30:00#sport#Kranten loven Koeman en ‘Súper Ilaix’: ‘Zes kinderen voor tien jaar’#https://www.voetbalzone.nl/doc.asp?uid=385331#https://static.voetbalzone.nl/images/photos/ori_1152_648/14135139351735.jpg#nl#0.5574#www.voetbalzone.nl#De kranten in Spanje loven daags na het duel in LaLiga de hand van Ronald Koeman én de durf van Ilaix Moriba zodra hij het veld opkomt#https://www.voetbalzone.nl/doc.asp?uid=385331
2021-05-03 00:00:00#tech#Software-update: Brave 1.21.73#https://tweakers.net/downloads/54960/brave-12173.html#https://tweakers.net/i/bsABBWTyiUXrb5sb6F-94OVFWy0=/fit-in/67x67/filters:strip_exif()/i/2001045091.png?f=fpa#nl#0.5267#tweakers.net#Brave is een webbrowser die is gebaseerd op Chromium.  Aan het roer van de onderneming achter Brave staat Brendan Eich, de bedenker van JavaScript en een van de oprichters van Mozilla. #https://tweakers.net/downloads/54960/brave-12173.html
2020-12-29 00:00:00#entertainment#Britse Prins Philip (99) met succes aan hart geopereerd#https://www.rtlnieuws.nl/nieuws/buitenland/artikel/5217821/philip-elizabeth-royalty-prins-koningin-brits-koningshuis-camiila#https://www.rtlnieuws.nl/sites/default/files/styles/liggend_hoge_resolutie/public/content/images/2020/12/29/prins%20philip.jpg?h=f45d9dea&itok=UlW35ydZ#nl#0.5859#www.rtlnieuws.nl#Prins Philip, echtgenoot van de Britse koningin Elizabeth, heeft gisteren een succesvolle hartoperatie ondergaan.  De 99-jarige hertog van Edinburgh zal de komende dagen nog in het ziekenhuis door moeten brengen om te herstellen en uit te rusten van de ingreep. #https://www.rtlnieuws.nl/nieuws/buitenland/artikel/5217821/philip-elizabeth-royalty-prins-koningin-brits-koningshuis-camiila
2021-03-05 00:00:00#entertainment#De Queen is toe aan gezelschap en verwelkomt nieuwe puppy's#https://www.rtlnieuws.nl/entertainment/royalty/artikel/5218019/de-queen-toe-aan-gezelschap-en-verwelkomt-nieuwe-puppys#https://www.rtlnieuws.nl/sites/default/files/styles/liggend_hoge_resolutie/public/content/images/2021/03/05/GettyImages-812742964.jpg?h=f1d9c204&itok=3rRFzk9X#nl#0.6597#www.rtlnieuws.nl#De Britse koningin Elizabeth (94) heeft het maar zwaar te verduren de laatste tijd.  Niet alleen moet ze door de Megxit heen zien te komen, ook ligt haar man Philip (99) al enige tijd in het ziekenhuis.  Tijd dus voor wat gezelligheid en positiviteit in Buckingham Palace, moet ze gedacht hebben toen ze onlangs weer twee nieuwe pups in huis haalde. #https://www.rtlnieuws.nl/entertainment/royalty/artikel/5218019/de-queen-toe-aan-gezelschap-en-verwelkomt-nieuwe-puppys
2021-03-05 13:06:29#entertainment#Presidentiële onderscheiding voor Jörgen Raymann#https://www.waterkant.net/suriname/2021/03/05/presidentiele-onderscheiding-voor-jorgen-raymann/#https://www.waterkant.net/wp-content/2021/03/raymann.jpg#nl#0.5423#www.waterkant.net#Jörgen Raymann is zojuist namens de Surinaamse president Chan Santokhi gedecoreerd door ambassadeur Rajendre Khargi op de ambassade van Suriname in Den#https://www.waterkant.net/suriname/2021/03/05/presidentiele-onderscheiding-voor-jorgen-raymann/
2021-03-06 14:15:00#entertainment#Sylvana Simons ontvangt onderscheiding van Noord-Holland#https://www.waterkant.net/suriname/2021/03/06/sylvana-simons-ontvangt-onderscheiding-van-noord-holland/#https://www.waterkant.net/wp-content/2021/03/sylvana-simons-2021.jpg#nl#0.5423#www.waterkant.net#De Provinciale Staten van Noord-Holland rijkt de Ribbius Peletier-penning ieder jaar uit aan een vrouw die zich verdienstelijk maakt voor de positie van#https://www.waterkant.net/suriname/2021/03/06/sylvana-simons-ontvangt-onderscheiding-van-noord-holland/
2021-03-06 00:00:00#entertainment#Oud team Spijkers met koppen eert Jeroen van Merwijk in uitzending#https://www.nu.nl/media/6120290/oud-team-spijkers-met-koppen-eert-jeroen-van-merwijk-in-uitzending.html#https://media.nu.nl/m/8k8x5vsagw72_wd1280.jpg/oud-team-spijkers-met-koppen-eert-jeroen-van-merwijk-in-uitzending.jpg#nl#0.5106#www.nu.nl#Jack Spijkerman en Erik van Muiswinkel zijn zaterdagmiddag eenmalig teruggekeerd in het NPO Radio 2-programma Spijkers met koppen.  Samen met presentator Dolf Jansen brachten zij een eerbetoon aan hun vriend en collega Jeroen van Merwijk, die eerder deze week overleed aan de gevolgen van kanker. #https://www.nu.nl/media/6120290/oud-team-spijkers-met-koppen-eert-jeroen-van-merwijk-in-uitzending.html
2021-03-06 16:57:06#sport#Bernal: 'Grote eer om met Mathieu en de wereldkampioen op podium te staan'#https://wielerrevue.nl/artikel/447835/bernal-grote-eer-om-met-mathieu-en-de-wereldkampioen-op-podium-te-staan#https://thumbor.pijper.io/2661jPDZ6nFbdwyoAokM4341_xo=/800x450/top/https://cdn.pijper.io/2021/03/anG8XrBwZwUBlV1615046954.jpg#nl#0.9042#wielerrevue.nl#Tussen alle favorieten was Egan Bernal een opvallende naam.  De Tourwinnaar van 2019 legde beslag op de derde plaats na Mathieu van der Poel en Julian Alaphilippe.  Na afloop vertelde hij hoe blij hij was met die derde stek. #https://wielerrevue.nl/artikel/447835/bernal-grote-eer-om-met-mathieu-en-de-wereldkampioen-op-podium-te-staan
2021-03-05 20:00:00#tech#Deze app bevat 60.000 gratis e-books en genereert covers met AI#https://androidworld.nl/apps/deze-app-bevat-60000-gratis-e-books-en-genereert-covers-met-ai#https://newsifier.imgix.net/androidworld.nl/images/2021-01/buks-boeken-5ffdbed22a53f.png?w=1200&h=627&fit=crop#nl#0.5106#androidworld.nl#Buks is een nieuwe app die gratis boeken aanbiedt.  De app werkt ook met kunstmatige intelligentie om unieke covers voor boeken te genereren. #https://androidworld.nl/apps/deze-app-bevat-60000-gratis-e-books-en-genereert-covers-met-ai
2021-03-05 07:54:00#entertainment#Marble Mania verslaat ook All You Need Is Love#https://www.gids.tv/artikel/13164/kijkcijfers-donderdag-marble-mania-verslaat-ook-all-you-need-is-love#https://images.gids.tv/kijkcijfers-donderdag-marble-mania-verslaat-ook-all-you-need-is-love.jpg?w=600&watermark%5Btext%5D=Bron%3A+William+Rutten%2FTalpa#nl#0.6369#www.gids.tv#De donderdagavond is voor SBS6.  Gisteren was daar de slotaflevering te zien van knikkershow Marble Mania, waar opnieuw zo'n 1,3 miljoen Nederlanders voor klaarzaten.  Daarmee weet het zelfs de. . . #https://www.gids.tv/artikel/13164/kijkcijfers-donderdag-marble-mania-verslaat-ook-all-you-need-is-love
